scorer,full_name,similarity,token_compare
Liam Walker,Sam Walker,0.857142857,FALSE
Guillermo Rivera,Guillermo Allison Revuelta,0.666666667,FALSE
Allan Clarke,Ollie Clarke,0.75,FALSE
Robert Tasso,Robert Thomas Taylor,0.6875,FALSE
Murat Yakin,Murat Yildirim,0.64,FALSE
Jan Berger,Jan Zwischenbrugger,0.620689655,FALSE
Reinhold Hintermaier,Reinhold Ranftl,0.628571429,FALSE
Vincent Candela,Innocent Maela,0.689655172,FALSE
Errol McFarlane,Eero Markkanen,0.689655172,FALSE
Brayan Moya,Bryan Mbeumo,0.695652174,FALSE
Anthony Martial,Anthony Barylla,0.733333333,FALSE
Paweł Kryszałowicz,Pawel Bochniewicz,0.571428571,FALSE
David Arellano,Davide Marcandella,0.6875,FALSE
Cheick Diabaté,Sikou Niakaté,0.592592593,FALSE
Christian Dalger,Tristan Dekker,0.666666667,FALSE
Christian Eriksen,Christian Bickel,0.787878788,FALSE
Simen Brenne,Simon Brandstetter,0.6,FALSE
David Kelly,Davide Merelli,0.72,FALSE
Florian Thauvin,Florian Pick,0.666666667,FALSE
Sadio Mané,Saliou Sané,0.761904762,FALSE
Jesper Olsen,Jesper Alkærsig Lauridsen,0.594594595,FALSE
Francisco Varallo,Francisco García Solsona,0.731707317,FALSE
Penieli Moa,Pep Biel Mas Jaume,0.551724138,FALSE
Salif Keita,Aly Keita,0.7,FALSE
David Mulligan,Jesús David Murillo León,0.578947368,FALSE
Pascal Ochieng,Pascal Schürpf,0.642857143,FALSE
Nicolás Olivera,Nicolás Guerra,0.75862069,FALSE
Michael Lohai,Michael Omoh,0.8,FALSE
Victor Moses,Victor Hernán Morales Reyes,0.564102564,FALSE
Piotr Nowak,Piotr Tomasik,0.75,FALSE
Kevin Davies,Keinan Davis,0.833333333,FALSE
No Match,Léiner de Jesús Escalante Escorcia,0.491803279,FALSE
Juan Ramón Martínez,Jaime Gavilán Martínez,0.682926829,FALSE
Daniel Noriega,Daniel Georgievski,0.6875,FALSE
Valery Voronin,Cauley Woodrow,0.571428571,FALSE
Omar Daley,Oumar Solet,0.666666667,FALSE
Patrick Battiston,Jordan Patrick Dear Hamilton,0.577777778,FALSE
Chris Nurse,Chris Erskine,0.75,FALSE
Khalid Mohammed Sabbar,Khalid Mohammed Sharahili,0.808510638,TRUE
Fernando Meira,Luis Fernando Mosquera Alomía,0.604651163,FALSE
Joe Spiteri,Jed Steer,0.7,FALSE
Eugenio Dolmo Flores,Eulânio Ângelo Chipela Gomes,0.541666667,FALSE
Paulo Roberto Falcão,Paulo Bernard Zanon Regalo,0.565217391,FALSE
Anthony Straker,Anthony Jackson-Hamel,0.611111111,FALSE
No Match,Érick Alan Pimentel Benavides,0.5,FALSE
Alexandru Cicâldău,Alexandru Cicâldau,0.944444444,FALSE
Miran Pavlin,Mirnes Pepic,0.583333333,FALSE
Alejandro Villanueva,Alejandro Vallejo Mínguez,0.711111111,FALSE
Brian Said,Bryan Passi,0.666666667,FALSE
Goran Maznov,Goran Cvijanovic,0.714285714,FALSE
Riku Riski,Niko Kijewski,0.608695652,FALSE
Joe Allen,Josh Cullen,0.7,FALSE
Ryan Johnson,Ryan Johnson Laursen,0.75,TRUE
Luke Dimech,Luke Daniels,0.695652174,FALSE
Ognjen Vukojević,Ognjen Stijepovic,0.666666667,FALSE
Waldir Guerra,Ramiro Guerra,0.769230769,FALSE
Abdoulaye Ba,Abou-Malal Ba,0.72,FALSE
Luís Oliveira,Lucas Oliveira de França,0.648648649,FALSE
Marlos Moreno,Carlos Blanco Moreno,0.727272727,FALSE
Romain Schreiner,Emanuel Schreiner,0.787878788,FALSE
Jan Berger,Jason Kerr,0.7,FALSE
Stuart Pearce,Stuart O'Keefe,0.666666667,FALSE
Takashi Inui,Takayoshi Ishihara,0.666666667,FALSE
Hernán Medford,Hernán Petryk,0.666666667,FALSE
Emerich Dembrovschi,Ermedin Demirovic,0.666666667,FALSE
Luis Ernesto Pérez,Joao Luis Ortiz Perez,0.615384615,FALSE
Jason McAteer,Jayson Leutwiler,0.620689655,FALSE
Cristian Riveros,Braian Rivero,0.75862069,FALSE
Julian Brandt,Julian Günther-Schmidt,0.571428571,FALSE
Michal Bílek,Michael Almebäck,0.714285714,FALSE
Mark Pembridge,Harrison Delbridge,0.625,FALSE
Jordan Ayew,Jordan Tell,0.727272727,FALSE
Felipe Melo,Felipe Ávila,0.695652174,FALSE
Andrés Andrade,Sérgio Andrés Avellaneda Morales,0.565217391,FALSE
Jurgen Kohler,Jurgen Ekkelenkamp,0.580645161,FALSE
Francisco Flores,Hans Francisco Salinas Flores,0.711111111,TRUE
Karim Abdul Razak,Ghazi Abderrazzak,0.588235294,FALSE
Yvon Goujon,Loïc Goujon,0.727272727,FALSE
Bobby Collins,Bobby Allain,0.8,FALSE
Sam Vines,Zak Vyner,0.555555556,FALSE
Tobias Hysén,Tobias Knoflach,0.592592593,FALSE
Carlo Costly,Marcel Costly,0.8,FALSE
Anton Saroka,Anton Salétros,0.769230769,FALSE
Francisco González,Fabio González Estupiñán,0.619047619,FALSE
Alejandro Guerra,Antonio Alejandro Otero Orejuéla,0.583333333,FALSE
Sebastián González,Sebastián Méndez,0.764705882,TRUE
Ilia Gruev,Ilkay Durmus,0.545454545,FALSE
Ali Gerba,Alex Gersbach,0.727272727,FALSE
No Match,Sadek Jordan Chebel Faucher,0.5,FALSE
Joe Aisa,Hope Akpan,0.555555556,FALSE
Gonzalo Martínez,Gonzalo Marinelli,0.787878788,FALSE
Marcílio Alves da Silva,Marcos Wilson da Silva,0.666666667,TRUE
Per Kristoffersen,Kristoffer Andersen,0.722222222,FALSE
Joel Campbell,Jonathan Campbell,0.733333333,FALSE
No Match,Julien Yves Rémi López Baila,0.47826087,FALSE
Paul Stalteri,Paul Delecroix,0.666666667,FALSE
Guido Alvarenga,Pablo Alvarenga,0.733333333,FALSE
Arnold Dwarika,Arnold Kruiswijk,0.666666667,FALSE
Lorenzo Pellegrini,Luca Pellegrini,0.727272727,FALSE
Didier Ya Konan,Didier Janvier Ovono Ebang,0.634146341,FALSE
Nicolás Suazo,Nicolás Schiappacasse,0.588235294,FALSE
Lars Granström,Lukas Görtler,0.592592593,FALSE
Nikolay Todorov,Niklas Busch Thor,0.5625,FALSE
Michael Dupuy,Michael Doughty,0.785714286,FALSE
Philippe Anziani,Philip Azango,0.75862069,FALSE
Mattia Destro,Matt Preston,0.72,FALSE
Guillaume Gillet,Guillaume Faivre,0.75,FALSE
Sayed Abdel Razek,Hakeeb Adelakun,0.5625,FALSE
Luis de la Fuente,Hernán De la Fuente,0.666666667,TRUE
Michaël Maria,Michal Mak,0.782608696,FALSE
James Debbah,Alex James Dyer,0.592592593,FALSE
Abdul Hadi Yahya,Abdulkadir Parmak,0.666666667,FALSE
Fabio Francini,Fabio Viteritti,0.620689655,FALSE
Mario Corso,Mauro Coppolaro,0.692307692,FALSE
Pedro Araya,Sedat Agçay,0.545454545,FALSE
Roberto Mosquera,Jonny Ferney Mosquera Mena,0.571428571,FALSE
Henryk Bałuszyński,Patryk Tuszynski,0.647058824,FALSE
Marcel Halstenberg,Marcel Hilßner,0.75,FALSE
Maximilian Göppel,Maximilian Schulze Niehues,0.558139535,FALSE
Wilmer Cabrera,Airam López Cabrera,0.666666667,FALSE
Abdullah Al-Dosari,Abdullah Mohammed Al Zoari Al Dossary,0.581818182,FALSE
Alan Marley,Yan Valery,0.666666667,FALSE
James Ha,James Husband,0.761904762,FALSE
Allan Clarke,Jordan Clarke,0.72,FALSE
Jacob Mulenga,Jakob Blåbjerg,0.592592593,FALSE
Miguel Ángel Neira,Miguel Ángel Merentiel Serrano,0.708333333,TRUE
Rafael Dick,Raffaele De Vita,0.666666667,FALSE
Alberto Carvalhal,Alberto Varó Lara,0.705882353,FALSE
Greg Vanney,Luke Varney,0.636363636,FALSE
Matías Jadue,Matías Vera,0.695652174,FALSE
Carlo Costly,Aliou Coly,0.636363636,FALSE
Olivier Niere,Oliver  Schnitzler,0.64516129,FALSE
Timo Werner,Tim Wendel,0.761904762,FALSE
Carl Harris,Ellis Harrison,0.64,FALSE
Bernard N'Guessan,Rominigue Kouamé N'Guessan,0.558139535,FALSE
Klas Ingesson,Svante Ingelsson,0.689655172,FALSE
Giuseppe Giannini,Giuseppe Panico,0.75,FALSE
Wilmar Cabrera,Miller Stiwar Mosquera Cabrera,0.545454545,FALSE
Carl Valeri,Carl Valeri,1,TRUE
Christopher Wreh,Christopher Wernitznig,0.736842105,FALSE
Paul Caligiuri,Jambul Jigauri,0.642857143,FALSE
Michael Foster,Lyle Foster,0.64,FALSE
Franck Doté,Franck Boya,0.727272727,FALSE
Giuseppe Meazza,Giuseppe Marco Zampano,0.648648649,FALSE
Virgilio Sille,Virgil Vries,0.615384615,FALSE
Mohamed Al Ghanodi,Khalid Ahmed Al Ghamdi,0.7,FALSE
Anton Saroka,Anton Saroka,1,TRUE
Yoann Langlet,Noa Lang,0.666666667,FALSE
Ricardo Gareca,Riccardo Marchizza,0.75,FALSE
Steve Lomas,Steven Lawless,0.72,FALSE
Jonas Mendes,Jonas Deumeland,0.666666667,FALSE
Tatsuya Tanaka,Tatsuya Tanaka,1,TRUE
Mark Kennedy,Mark McKenzie,0.72,FALSE
Stelios Giannakopoulos,Theodoros Ryuki Panagopoulos,0.6,FALSE
Shane Smeltz,Thibault De Smet,0.571428571,FALSE
Sandesh Jhingan,Sandesh Jhingan,1,TRUE
Vladimir Maminov,Vladimir Rankovic,0.787878788,FALSE
Robin Quaison,Robin Yalçin,0.72,FALSE
Miguel Ángel Ponce,Miguel Ángel Sansores Sánchez,0.723404255,TRUE
Christian Annan,Christian Almeida,0.75,FALSE
Ray Richards,Omar Richards,0.8,FALSE
Enrique Alvarez,Henrique Alex Jardinel Zonta,0.558139535,FALSE
Thomas Vermaelen,Thomas  Lehne Olsen,0.685714286,FALSE
Darius Vassell,Isaac Vassell,0.666666667,FALSE
Marcos Rojo,Marcos Robson Cipriano,0.606060606,FALSE
Hamad Al Harbi,Hamadi Al Ghaddioui,0.666666667,FALSE
Mark Williams,Michael Jordan Williams,0.666666667,FALSE
Paul Wade,Paul Jaeckel,0.666666667,FALSE
Kick Smit,Niklas Schmidt,0.608695652,FALSE
Samuel Johnson,Samuel Yohou,0.769230769,FALSE
Simon Colosimo,Simon Cox,0.695652174,FALSE
Branko Ilić,Branko Ilic,0.909090909,FALSE
Mustafa Zazai,Mustafa Reda Malayekah,0.571428571,FALSE
Luis Reyna,Louis Reed,0.7,FALSE
Daniel Pinto,Daniel Schmidt,0.692307692,FALSE
David Carney,David Haro Iniesta,0.666666667,FALSE
Óscar Rojas,Óscar Adrián Rojas Castillón,0.564102564,TRUE
Martin Sánchez,Marvin Schulz,0.740740741,FALSE
Carlos Andrés Sánchez,César Andrés Amaya Solano,0.565217391,FALSE
Mohammed Musa,Mohammed Abusabaan,0.774193548,FALSE
Tomasz Kłos,Tomasz Kupisz,0.75,FALSE
Harry Keough,Hilary Gong,0.608695652,FALSE
Sékou Dramé,Sékou Condé,0.636363636,FALSE
Guillermo Subiabre,Guilherme Schettine Guimarães,0.595744681,FALSE
Daniel Braaten,Daniel Batty,0.769230769,FALSE
Andrew Lepani,Andrew Lonergan,0.785714286,FALSE
Salvador Cabañas,Salvador Ferrer Canals,0.684210526,FALSE
Yacouba Ali,Yacoub Aly Abeid,0.740740741,FALSE
Rhys Browne,Rhys Bennett,0.695652174,FALSE
Bernard Genghini,Brad Knighton,0.620689655,FALSE
No Match,??? You Hyeon Lee,0.5,FALSE
Norival Pereira Da Silva,Danilo Pereira Da Silva,0.765957447,TRUE
Francisco López Contreras,Íñigo López Montaña,0.590909091,FALSE
No Match,Elohor Godswill Ekpolo,0.5,FALSE
Clint Dempsey,Kyle Dempsey,0.72,FALSE
Matías Fernández,Matías Pérez Acuña,0.588235294,TRUE
Mitchell Duke,Mitchell Bakker,0.785714286,FALSE
Emilio Palacios,Sergio Felipe Román Palacios,0.604651163,FALSE
Joe Ledley,Joe Lumley,0.8,FALSE
Luis Norberto Campero,Luis Alberto Pavez Muñoz,0.622222222,FALSE
Manuel Seoane,Manuel Stiefler,0.714285714,FALSE
Ahmed Al Masli,Assaf Ahmed Al Qarni,0.647058824,TRUE
Manor Solomon,Manor Solomon,1,TRUE
Nico Braun,Nico Granatowski,0.615384615,FALSE
Mario Evaristo,Mauro Alessio Savastano,0.594594595,FALSE
Shayne Lavery,Caolan Lavery,0.692307692,FALSE
Samuel Eto'o,Samuel Tetteh Kotoko,0.625,FALSE
Andre Sinedo,Andrew Considine,0.642857143,FALSE
Ivan Rakitić,Ivan Rondanini,0.692307692,FALSE
Christian Fassnacht,Christian Früchtl,0.777777778,FALSE
Marco Delvecchio,José Devecchi,0.689655172,FALSE
Ernie Brandts,Eric Björkander,0.642857143,FALSE
Chris Nurse,Chris Hussey,0.782608696,FALSE
Ibrahima Sonko,Ibrahima Sory Sankhon,0.8,FALSE
José María Carrasco,Víctor Pastrana Carrasco,0.604651163,FALSE
Alejandro Villanueva,Gustavo Alejandro Villarruel,0.708333333,FALSE
Jürgen Heun,Jeroen Houwen,0.666666667,FALSE
Roy Vanenburg,René Klingenburg,0.620689655,FALSE
Martin Gregory,Darren McGregor,0.689655172,FALSE
John Matkin,John Akinde,0.727272727,FALSE
Oļegs Aleksejenko,Orest Lebedenko,0.625,FALSE
Kastriot Dermaku,Kastriot Dermaku,1,TRUE
Jefferson Montero,Jefferson Intriago,0.8,FALSE
Niko Kata,Tiémoko Konaté,0.608695652,FALSE
Egor Krimets,Jorrit Smeets,0.64,FALSE
Mikheil Ashvetia,Mikhail Rosheuvel,0.666666667,FALSE
Paul Sixsmith,Kal Naismith,0.72,FALSE
Christopher Wreh,Christopher Knett,0.787878788,FALSE
Christian Dalger,Christian Gebauer,0.787878788,FALSE
Nicolás Ramírez,Nicolás Enrique Ramírez Aguilera,0.638297872,TRUE
Jaime Gutiérrez,Edwin Alexi Gómez Gutiérrez,0.619047619,TRUE
Marwan Medrati,Marwan Mohsen,0.666666667,FALSE
Fayçal Fajr,Fayçal Rherras,0.64,FALSE
Rolando Vargas,Rodrigo Vargas,0.785714286,FALSE
David Edwards,David Edwards,1,TRUE
Adnan Dirjal,Adam Deja,0.666666667,FALSE
Vítor Baía,Víctor García Raja,0.642857143,FALSE
Zakariya Souleymane,Nazariy Rusyn,0.5625,FALSE
Ali Kadhim,Aliou Badji,0.666666667,FALSE
Devin Vega,Deyver Vega,0.761904762,FALSE
Tesfalem Tekle,Tesfaldet Tekie,0.827586207,FALSE
Ronald Cerritos,Ronaldo Cisneros Morell,0.631578947,FALSE
Lucas Radebe,Lucas Woudenberg,0.714285714,FALSE
Gerard Cieślik,Mervan Çelik,0.615384615,FALSE
Alejandro Carrillo,Alejandro Cobo Padillo,0.8,FALSE
Nikolay Todorov,Darko Todorovic,0.666666667,FALSE
Victor Agali,Viktor Agardius,0.740740741,FALSE
Michael Foster,Michele Fornasier,0.774193548,FALSE
Nathan Patterson,Nathan Raphael Pelae Cardoso,0.590909091,FALSE
Benjamín Delgado,Benjamin Delacourt,0.764705882,FALSE
Frank Odoi,Frank Olijve,0.727272727,FALSE
Jean Seri,Jørgen Skjelvik,0.583333333,FALSE
Zlatko Kranjčar,Zlatko Janjic,0.714285714,FALSE
Marco Antonio Sandy,Ignacio Antonio Saavedra Pino,0.625,FALSE
Brad Maloney,Arnaud Balijon,0.615384615,FALSE
Ruben Vargas,Ruben Vargas,1,TRUE
Ben Badi,Even Barli,0.666666667,FALSE
Alessandro Diamanti,Alessandro Damen,0.857142857,FALSE
Paolo Montero,Fausto Montero,0.740740741,FALSE
Kyriakos Papadopoulos,Michal Papadopulos,0.717948718,FALSE
Ulrich Lepaye,Ulrich Taffertshofer,0.545454545,FALSE
Mohammed Salim,Mohammed Saeid,0.857142857,FALSE
Dejan Jakovic,Dejan Jakovic,1,TRUE
Philipp Hosiner,Philipp Wiesinger,0.8125,FALSE
Ali Umar,Alim Öztürk,0.526315789,FALSE
Dennis Bryce,Dženis Burnic,0.72,FALSE
Ivan Buljan,Ivan Yagan,0.666666667,FALSE
Valerian Gvilia,Valeriane Gvilia,0.967741935,FALSE
Karel Jarolím,Karlo Bartolec,0.666666667,FALSE
Alexander Ødegaard,Alexander Munksgaard,0.789473684,FALSE
Roger Vonlanthen,René Vollath,0.642857143,FALSE
Paul Bodin,Paul Downing,0.727272727,FALSE
Nery Castillo,Eryc Castillo,0.846153846,FALSE
Lazar Marković,Lazar Cirkovic,0.785714286,FALSE
Jaime Gutiérrez,James Aguirre,0.714285714,FALSE
Jonathan Ikoné,Jonathan Leko,0.814814815,FALSE
José Manuel Moreno,José Manuel Rodríguez Morgade,0.680851064,TRUE
Henning Berg,Henning Hauger,0.769230769,FALSE
Leandro Machado,Leandro Maciel,0.75862069,FALSE
Charles Aránguiz,Carlens Arcus,0.689655172,FALSE
Craig Mackail-Smith,Craig MacGillivray,0.648648649,FALSE
Thamsanqa Gabuza,Thamsanqa Aubrey Gabuza,0.820512821,TRUE
Roland Sandberg,Simon Sandberg,0.75862069,FALSE
Kees Rijvers,Kees Luijckx,0.583333333,FALSE
Hervé Bazile,Hervé Koffi,0.608695652,FALSE
Lee Young-Moo,??? Young Wook Cho,0.516129032,FALSE
Sven Andersson,Stephen Henderson,0.709677419,FALSE
Ron Flowers,Dillon Powers,0.666666667,FALSE
Marcus Pürk,Marco Bürki,0.727272727,FALSE
Daniel Ruiz,Marcel Ruiz,0.727272727,FALSE
Youssef Safri,Yusuf Sari,0.782608696,FALSE
Marek Jankulovski,Marko Jankovic,0.774193548,FALSE
Ilias Chair,Ilias Chatzitheodoridis,0.647058824,FALSE
Tamer Haj Mohamad,Tamer Haj Mohamad,1,TRUE
Qazim Laçi,Qazim Laçi,1,TRUE
Timo Werner,Timo Hübers,0.636363636,FALSE
Luis Enrique Cálix,Luis Enrique Delgado Mantilla,0.638297872,TRUE
Dioh Williams,Joe Willis,0.695652174,FALSE
John Jensen,Johan Absalonsen,0.666666667,FALSE
Alan Durban,Alan Uryga,0.666666667,FALSE
Salim Moin,Selim Gündüz,0.545454545,FALSE
Javier Tamayo,Javier Álamo Cruz,0.666666667,FALSE
Andreas Heraf,Andreas Wittwer,0.714285714,FALSE
Aron Winter,Adrian Winter,0.833333333,FALSE
Andreas Krause,Andreas Lukse,0.814814815,FALSE
Daniel Ballard,Nigel Boogaard,0.642857143,FALSE
Henk Wery,Hendrik Weydandt,0.64,FALSE
Marcel de Jong,Marcel de Jong,1,TRUE
Panajot Pano,Pavao Pervan,0.666666667,FALSE
Bartosz Karwan,Bartosz Rymaniak,0.666666667,FALSE
Roberto Holsen,Robert Klaasen,0.785714286,FALSE
Christoph Metzelder,Christoph Schösswendter,0.666666667,FALSE
Jesus Correia,Mateusz Cholewiak,0.6,FALSE
Fritz Walter,Jack Fitzwater,0.615384615,FALSE
Miguel Augusto Prince,Luís Augusto Martins Rocha,0.595744681,FALSE
Édouard Kargu,Édouard Butin,0.692307692,FALSE
Juan Francisco Barraza,Juan Francisco Apaolaza,0.844444444,TRUE
Oliver Burke,Chidera Ejuke,0.56,FALSE
Steven Gerrard,Steven Peter  Ugarkovic,0.594594595,FALSE
Martin Samuelsen,Stian Semb Aasmundsen,0.594594595,FALSE
Luke Shaw,Luke Mulholland,0.583333333,FALSE
Juan Cruz Sol,Juan Cruz Kaprof,0.75862069,TRUE
Archie Thompson,Louis Thompson,0.689655172,FALSE
Francisco Javier Rodríguez,Francisco Javier Torres Zamores,0.701754386,TRUE
Juan Carlos Orellana,Jean Carlos Becerra Cuello,0.652173913,FALSE
Craig Goodwin,Craig Goodwin,1,TRUE
Darren Bent,Darren Pratley,0.64,FALSE
Jhoan Sánchez,Borja Sánchez Laborde,0.588235294,FALSE
Sebastián Pérez Cardona,Sebastián Andrés Perez Kirby,0.62745098,FALSE
Julio Dely Valdés,Guido Nahuel Vadalá,0.555555556,FALSE
Alexandre Alphonse,Alexander Juel Andersen,0.682926829,FALSE
Brice Jovial,Brice Maubleu,0.64,FALSE
William Sunsing,William Eskelinen,0.6875,FALSE
Abdulla Al Marzooqi,Abdullah Al Mayoof,0.810810811,FALSE
Dominik Szoboszlai,Dominik Stahl,0.64516129,FALSE
Adam Marušić,Adam Matuszczyk,0.592592593,FALSE
Émerson Ferreira da Rosa,Nelson Ferreira Coelho,0.652173913,FALSE
Antonio Sardina,Antonio Fiordilino,0.727272727,FALSE
Henri Konan,Herbie Kane,0.727272727,FALSE
Yannick Bolasie,Jannik Bandowski,0.64516129,FALSE
Michael Keane,Michael Lepe,0.8,FALSE
Roberto Juan Martínez,Yohn Géiler Mosquera Martínez,0.6,FALSE
Adil Khan,Alec Kann,0.666666667,FALSE
Jacek Ziober,Jack Grimmer,0.666666667,FALSE
Chris Martin,Curtis Main,0.782608696,FALSE
Mario Boyé,Mario Booysen,0.782608696,FALSE
Mounir El Hamdaoui,Anouar Hadouir,0.625,FALSE
Robin Lod,Robin Söder,0.7,FALSE
Gabriel González,Jairo Daniel González Fajardo,0.622222222,FALSE
Terence Groothusen,Indy Groothuizen,0.647058824,FALSE
Frantzdy Pierrot,Frantzdy Pierrot,1,TRUE
Orlando Torres,Yhorman David Hurtado Torres,0.571428571,FALSE
Haris Seferovic,Haris Hajradinovic,0.666666667,FALSE
Santillana,Iván Santillán,0.666666667,FALSE
Emmanuel Duah,Emanuele Suagher,0.75862069,FALSE
José Manuel de la Torre,José Ángel Jurado de la Torre,0.769230769,TRUE
Jérémy Doku,Jérémy Huyghebaert,0.551724138,FALSE
Bokang Mothoana,Bhongolwethu Jayiya,0.529411765,FALSE
William Kvist,William Vitved Kvist Jørgensen,0.604651163,TRUE
Wes Morgan,Lewis Morgan,0.818181818,FALSE
Youssouf Arouna,Ousseynou Thioune,0.5625,FALSE
Yann Sommer,Xian Emmers,0.636363636,FALSE
Ryan Giggs,Ryan Inniss,0.666666667,FALSE
Steve Corica,Steve Clark,0.695652174,FALSE
Gabriel Miranda,Gabriele Rolando,0.709677419,FALSE
Danilo Pereira,Danilho Doekhi,0.642857143,FALSE
Katlego Mphela,Kabelo Mahlasela,0.666666667,FALSE
Joel Estrada,Joel Ekstrand,0.88,FALSE
Ivan Vutsov,Ivan Lapshov,0.695652174,FALSE
Guillermo Escalada,Guillermo Viscarra,0.777777778,FALSE
Mounir El Hamdaoui,Mounir El Allouchi,0.722222222,TRUE
Ján Kapko,Joni Kauko,0.736842105,FALSE
Rodolph Austin,Rodolph Austin,1,TRUE
Mircea Sandu,Mihai Radut,0.608695652,FALSE
Jean Janssens,Jan Löhmannsröben,0.6,FALSE
John Chiedozie,Jonathan Chiedozie Obika,0.736842105,FALSE
Ikechukwu Uche,Okechukwu Azubuike,0.625,TRUE
Moses Msereko,Moses Odjer,0.666666667,FALSE
Igors Tarasovs,Igors Tarasovs,1,TRUE
Pavel Savitski,Pawel Stolarski,0.689655172,FALSE
Jaime Patricio Ramírez,Tomás Patricio Charles,0.636363636,FALSE
Tommy Taylor,Tom Naylor,0.818181818,FALSE
Omar Berdiýew,Omar Beckles,0.64,FALSE
Blessing Makunike,Blessing Eleke,0.709677419,FALSE
Yordan Minev,Yoann Etienne,0.64,FALSE
Ronaldo Rodrigues de Jesus,Osvaldo Rodríguez del Portal,0.592592593,FALSE
Paulinho Santos,Calvin Mac-Intosch,0.606060606,FALSE
Dominique Fred,Royal-Dominique Fennell,0.648648649,FALSE
Carl Harris,Callum Harriott,0.692307692,FALSE
Amar Ramadan,Karim Hafez  Ramadan,0.625,FALSE
Lucjan Brychczy,Luca Crecco,0.615384615,FALSE
Ibrahim Hassan,Ibrahim Alhassan,0.866666667,FALSE
Luke Dimech,Lukas Nmecha,0.695652174,FALSE
John Connelly,Josh Ginnelly,0.769230769,FALSE
Daniel Kaufmann,Fabio Kaufmann,0.75862069,FALSE
Davide Simoncini,David Cafimipon Gomis,0.594594595,FALSE
Liam Brady,Liam Craig,0.7,FALSE
Ysrael Zúñiga,Ray Andrés Vanegas Zúñiga,0.526315789,FALSE
Abdullah Al-Waked,Abdullah Al Salem,0.764705882,FALSE
Grzegorz Krychowiak,Grzegorz Kuswik,0.764705882,FALSE
Andy Cole,Andy Cook,0.777777778,FALSE
Oleksandr Kucher,Ole Käuper,0.615384615,FALSE
Miguel González,Josué Misael Domínguez González,0.608695652,TRUE
Justin Meram,Justin Eilers,0.72,FALSE
Markus Tanner,Markus Lackner,0.814814815,FALSE
Mario Harte,Marius Høibråten,0.666666667,FALSE
Arijan Ademi,Arlind Ajeti,0.666666667,FALSE
Prince Mumba,Rémi Mulumba,0.583333333,FALSE
Ismaël Diakité,Samba Diakité,0.740740741,FALSE
Tyrone Marshall,Tyrone Mears,0.814814815,FALSE
Dorny Romero,Donny Gorter,0.666666667,FALSE
Mathias Jänisch,Mathias Fetsch,0.75862069,FALSE
David Wotherspoon,David Wotherspoon,1,TRUE
Kanika Matondo,Rabbi Matondo,0.740740741,FALSE
Hussein Saeed,Ousseynou Ba,0.56,FALSE
Luca Toni,Luca Lezzerini,0.608695652,FALSE
Andrés Prieto,Andrés Tomás Prieto Albert,0.666666667,TRUE
Eladio Benítez,Elliot Lee,0.583333333,FALSE
Brendan Gan,Brendan Galloway,0.740740741,FALSE
Yohanan Sukenik,Yohann Thuram-Ulien,0.588235294,FALSE
Cheikh Ndour,Cheick Oumar Doucoure,0.545454545,FALSE
José Quintanilla,Jordi Quintillà Guasch,0.631578947,FALSE
Byron Bubb,Bror Blume,0.6,FALSE
José Carlos Guimarães,Milton Raphael Guimarães Pires,0.549019608,FALSE
Zidane Sam,Zidane Mebarakou,0.615384615,FALSE
João Domingos Pinto,Domingos Quina,0.666666667,FALSE
Charles Kaboré,Charles Traoré,0.857142857,FALSE
Damion Lowe,Damion Lowe,1,TRUE
Jadon Sancho,Jacob Schoop,0.666666667,FALSE
Mohamed Ala'a,Mohamed Atwa,0.8,FALSE
Phil Neal,Phil Neumann,0.761904762,FALSE
Venancio García,Imanol García Lugea,0.588235294,FALSE
Arnór Sigurðsson,Aron Sigurðarson,0.8125,FALSE
Marius Walter,Markus Wostry,0.692307692,FALSE
Charlie Yankos,Charlie Wyke,0.692307692,FALSE
Joseph Ghartey,Joshua Gatt,0.64,FALSE
César Augusto Freire,César Augusto Munder Rodríguez,0.64,TRUE
Anthony Martial,Anthony Marin,0.857142857,FALSE
Chris Brunt,Chris Gunter,0.782608696,FALSE
Michael Zandberg,Mitchell van Bergen,0.685714286,FALSE
Glenn Hoddle,Glenn Bijl,0.636363636,FALSE
Alex Young,Ažbe Jug,0.555555556,FALSE
Steven Thompson,Nathan Thompson,0.733333333,FALSE
Michail Antonio,Nico Antonitsch,0.6,FALSE
Willian,Will Keane,0.705882353,FALSE
Rafael van der Vaart,Ted van de Pavert,0.648648649,FALSE
Adam Buksa,Adam Buksa,1,TRUE
Eladio Benítez,Óliver Benítez,0.714285714,FALSE
Juan Carlos Espinoza,Juan Carlos Espinoza Reyes,0.869565217,TRUE
Marek Čech,Marek Štech,0.857142857,FALSE
Jakub Kosecki,Jakub Zubrowski,0.714285714,FALSE
Ahmed Khalil,Imad Khalili,0.75,FALSE
Agent Sawu,Agyemang Diawusie,0.592592593,FALSE
Fabio Grosso,Fabio Concas,0.666666667,FALSE
Ole Sørensen,Ole Jørgen Halvorsen,0.6875,FALSE
José Augusto Torres,José Isidoro Gómez Torres,0.636363636,TRUE
Cristian Riveros,Cristian Edward Guerra Torres,0.577777778,FALSE
Anthony Réveillère,Anthony Le Tallec,0.685714286,FALSE
Tobias Hysén,Tobias Mohr,0.608695652,FALSE
Roberto Gámez,Roberto Ramírez,0.785714286,FALSE
