scorer,full_name,similarity,token_compare
Pedro Calomino,Pedro Camilo Franco Ulloa,0.615384615,FALSE
Serey Dié,Jeremy Dudziak,0.608695652,FALSE
Wilfried Zaha,Wilfried Zahibo,0.857142857,FALSE
Javier Fragoso,Javier Fabián Toledo,0.647058824,FALSE
Christophe Dugarry,Christophe Diandy,0.8,FALSE
Artur Jorge,Artur Jedrzejczyk,0.642857143,FALSE
Eduardo da Silva,Wagner da Silva Souza,0.594594595,TRUE
Mario Haas,Mauro Manotas,0.695652174,FALSE
Hélder Vicente de Jesus Serafin,Aderllan de Jesus Santos,0.618181818,TRUE
Daniel Reyes,Juan Daniel Roa Reyes,0.727272727,TRUE
Onel Hernández,Daniel Hernández Santos,0.702702703,FALSE
Aziz Bouhaddouz,Aziz Bouhaddouz,1,TRUE
Nicolas Hoffmann,Niklas Hauptmann,0.6875,FALSE
Leart Paqarada,Leart Paqarada,1,TRUE
David Owino,David Kinsombi,0.72,FALSE
Ricardo Costa,Riccardo Improta,0.75862069,FALSE
Juan Carlos Padilla,Erick Estéfano Torres Padilla,0.541666667,FALSE
Lassina Diabaté,Fousseni Diabaté,0.709677419,FALSE
Steven Dias,Steeven Willems,0.692307692,FALSE
Salih Sadir,Salih Özcan,0.636363636,FALSE
Paul Caligiuri,Marco Caligiuri,0.75862069,FALSE
David Wotherspoon,David Moberg Karlsson,0.631578947,FALSE
Ousmane Dembélé,Ousmane Dramé,0.785714286,FALSE
Javier Balboa,Javier Puado Díaz,0.666666667,FALSE
Carlos Alberto Raffo,Carlos Alberto Henao Sánchez,0.708333333,TRUE
Wilson Palacios,Jeisson Andrés Palacios Palacios,0.553191489,TRUE
Maximilian Göppel,Maximilian Wittek,0.705882353,FALSE
Marcel Artelesa,Marcel Hartel,0.785714286,FALSE
Martin Frýdek,Martin Frýdek,1,TRUE
Marvin Monterrosa,Álvaro David Montero Perales,0.577777778,FALSE
Harry Hestad,Eirik Hestad,0.666666667,FALSE
Mirko Hrgović,Mirko Drudi,0.666666667,FALSE
Sebastian Mila,Sebastian Schonlau,0.75,FALSE
Marcus Danielson,Patricio Daniel Toranzo,0.615384615,FALSE
Daniel Ebomoa,Daniel Lopes Amora,0.709677419,FALSE
Marek Saganowski,Matej Hanousek,0.6,FALSE
Timothy Weah,Timothy Derijck,0.666666667,FALSE
Mario López,Edwar López,0.727272727,FALSE
Mohamed Timoumi,Anuar Mohamed Tuhami,0.685714286,FALSE
Norman Hunter,Koray Günter,0.64,FALSE
Andreas Krause,Anders Ågnes  Konradsen,0.594594595,FALSE
Gabriel Torres,Gabriel Arturo Torres Tejada,0.666666667,TRUE
Todor Nedelev,Ionut Nedelcearu,0.551724138,FALSE
Leonardo Astrada,Leonardo Fabio Castro Loaiza,0.636363636,FALSE
Scott McTominay,Scott McKenna,0.714285714,FALSE
Danny Wabo,Danny Fox,0.736842105,FALSE
Steven Dias,Steven Birnbaum,0.692307692,FALSE
Christophe Jallet,Christopher Maxwell,0.777777778,FALSE
Denis Zakaria,Denis Stracqualursi,0.625,FALSE
Waldemar Sobota,Waldemar Sobota,1,TRUE
José María Carranza,José María Martín Bejarano,0.711111111,TRUE
Thomas Delaney,Tom Weilandt,0.615384615,FALSE
Andre Sinedo,Andre Wisdom,0.75,FALSE
Bobby Smith,Korey Smith,0.727272727,FALSE
Mathieu Bollen,Mathieu Bodmer,0.785714286,FALSE
Bako Touré,Fodé Ballo-Touré,0.615384615,FALSE
Hong Jeong-ho,?? Woon Jeong,0.615384615,FALSE
Luis Mendoza,Luis Ángel Mendoza Escamilla,0.6,TRUE
Marco Di Vaio,Marco Davide Faraoni,0.666666667,FALSE
Dominic Adiyiah,Donis Avdijaj,0.642857143,FALSE
Juan Manuel Vargas,Juan Domínguez Lamas,0.631578947,FALSE
Mamadou Diallo,Mamadou Sylla Diallo,0.823529412,TRUE
Matías Fernández,Matías Ibáñez,0.689655172,FALSE
Fabian Frei,Fabian Giefer,0.666666667,FALSE
Dangelo Bautista,Dylan Batubinsika,0.606060606,FALSE
Gerson Torres,Edson Gérson Torres Guerra,0.615384615,FALSE
Alejandro Hisis,Aleandro Rosi,0.785714286,FALSE
Mario López,Eduardo López,0.75,FALSE
Stefan Lainer,Stephan Hain,0.72,FALSE
Juan Carreño,Juan Caicedo,0.75,FALSE
Deme N'Diaye,Pape  N'Diaye Souaré,0.5625,FALSE
Germán Carty,Graham Carey,0.666666667,FALSE
Niall McGinn,Niall McGinn,1,TRUE
Lou Macari,Léo Lacroix,0.666666667,FALSE
Elias Hossain,Iliass Bel Hassani,0.64516129,FALSE
Luciano Vassallo,Luciano Lollo,0.75862069,FALSE
Florian Bohnert,Florian Jungwirth,0.6875,FALSE
José Miguel Cubero,Jose Miguel Silbeira,0.736842105,FALSE
Evan Welsh,Evan Bush,0.736842105,FALSE
Antonio Campolo,Antonio Campillo Medina,0.736842105,FALSE
Fabrice Ondama,Fabrice Ondoa,0.888888889,FALSE
Federico Magallanes,Federico Mancinelli,0.684210526,FALSE
Allan Oviedo,Killian Overmeire,0.620689655,FALSE
Armando Tapia,Hugo Armando Campagnaro,0.611111111,FALSE
Nikola Jurčević,Nikola Ðurdic,0.714285714,FALSE
Luíz Mesquita de Oliveira,Hugo Filipe da Costa Oliveira,0.555555556,FALSE
Carlos Alberto Torres,Raúl Alberto Loaiza Morelos,0.625,FALSE
Lilian Thuram,Brilliant Khuzwayo,0.580645161,FALSE
Alessandro Florenzi,Alessandro Salvi,0.742857143,FALSE
Jorge Orlando Aravena Plaza,Jorge Alejandro Zárate Careaga,0.631578947,FALSE
Sebastián Soria,Sebastiaan Bornauw,0.727272727,FALSE
Ricardo Rodríguez,Óscar Rodríguez Arnaiz,0.666666667,FALSE
Michael Baur,Michael Parkhurst,0.75862069,FALSE
Marek Poštulka,Marek Rodák,0.64,FALSE
Rodrigo Ramallo,Rodrigo Ríos Lozano,0.647058824,FALSE
Lukáš Hrádecký,Lukáš Marecek,0.740740741,FALSE
Armand Jurion,Arnaud Nordin,0.615384615,FALSE
Theo Corbeanu,Theoson Jordan Siebatcheu,0.526315789,FALSE
Álvaro Pereira,Joel Castro Pereira,0.727272727,FALSE
Sulley Muntari,Sulley Ali Muntari,0.875,TRUE
Aurélien Tchouaméni,Aurélien Tchouaméni,1,TRUE
José Luis Sierra,Jhonatan Luiz da Siqueira,0.585365854,FALSE
Raúl Echeverría,Rodrigo Eduardo Echeverría Sáez,0.565217391,FALSE
Aleksandar Tirnanić,Alessandro Bernardini,0.7,FALSE
Ady Schmit,Benno Schmitz,0.608695652,FALSE
Dmitri Bulykin,Dimitri Bisoli,0.714285714,FALSE
Idrissa Sylla,Idrissa Sylla,1,TRUE
Michael Rabeson,Michael  Dawson,0.8,FALSE
Ahmed Abdel Baki,Ahmed Fathy Abdel Meneim Ibrahim,0.583333333,TRUE
Eduardo Laing,Eduard Löwen,0.72,FALSE
Robert Koren,Robert Green,0.833333333,FALSE
Andrew Tembo,Léandre Tawamba,0.592592593,FALSE
Pablo Palacios,Pablo Ignacio Galdames Millán,0.511627907,FALSE
Marius Walter,Marius Müller,0.769230769,FALSE
Ramón Medina Bello,Unai Medina Pérez,0.571428571,FALSE
Sami Al-Najei,Sami Allagui,0.72,FALSE
No Match,Adrián Jesús Bastía Beruzzi,0.488888889,FALSE
Thomas Helmer,Tobias Kempe,0.64,FALSE
Bako Touré,Zargo Touré,0.761904762,FALSE
José Manuel de la Torre,Fidel Chaves de la Torre,0.595744681,TRUE
Ondrej Krištofík,Ondrej Kolár,0.642857143,FALSE
James Lawrence,James Alexander Lawrence,0.736842105,TRUE
Jamie Maclaren,Jamie Maclaren,1,TRUE
Artur Jorge,Artur Sobiech,0.666666667,FALSE
Allan Hansen,Anco Jansen,0.695652174,FALSE
Francesco Graziani,Francesco Zampano,0.742857143,FALSE
Kevin Sheedy,Kevin Stuhr-Ellegaard,0.606060606,FALSE
Mark Burton,Mark Bunn,0.8,FALSE
Juan Carlos Sarnari,Juan José Ciércoles Sagra,0.636363636,FALSE
Denis Houf,Denis Odoi,0.7,FALSE
Ken Naganuma,Joel Ngandu Kayamba,0.580645161,FALSE
Michel Bouanga,Michel Morganella,0.709677419,FALSE
Volkan Şen,Volkan Findikli,0.64,FALSE
Danilo Pereira,Denilson Pereira Junior,0.702702703,FALSE
Juan Sebastián Verón,Juan Sebastián Villota Vargas,0.693877551,TRUE
Ismaël Bangoura,Ismael López Blanco,0.588235294,FALSE
Jaime Riveros,Blas Riveros,0.72,FALSE
Issam Jemâa,Issam Chebake,0.666666667,FALSE
Francisco Ramírez,Franz Hermann Schultz Ramírez,0.565217391,FALSE
Filipo Bureta,Filip Kurto,0.75,FALSE
Sergio Zanatta,Sergio Andrés Mosquera Zapata,0.558139535,FALSE
Felipe Caicedo,Felipe Ignacio Seymour Dobud,0.523809524,FALSE
Reza Ghoochannejhad,Reza Ghoochannejhad Nournia,0.826086957,TRUE
Ricardo Gardner,Riccardo Maniero,0.774193548,FALSE
Norman Hunter,Norman Theuerkauf,0.666666667,FALSE
Frank Pingel,Frank Fielding,0.692307692,FALSE
Carlos Lapetra,Carlos Lampe,0.846153846,FALSE
Araz Abdullayev,Ayaz Guliev,0.615384615,FALSE
Renato Sanches,Luciano Renato Cacheira Sá,0.55,FALSE
Alberto Jiménez,Alberto Jiménez Benítez,0.789473684,TRUE
Jean-Claude Bras,Joseph-Claude Gyau,0.647058824,FALSE
Brent Fisher,Benedikt Gimber,0.592592593,FALSE
Alfonso Rodríguez Salas,Camilo Bryan Rodríguez Pedraza,0.603773585,FALSE
Kévin Fortuné,Kévin Fortuné,1,TRUE
Niclas Alexandersson,Niclas Eliasson,0.742857143,FALSE
Kent Nielsen,Levent Gülen,0.583333333,FALSE
Paulo Figueiredo,Gleidionor Figueiredo Pinto Júnior,0.52,FALSE
Selim Amallah,Selim Ay,0.666666667,FALSE
Mario César Ramírez,Yesus Segundo Cabrera Ramírez,0.541666667,FALSE
Ahmed Abdul Maqsoud,Ahmed El Messaoudi,0.702702703,FALSE
Mario López,Marcos Mauro López,0.689655172,FALSE
Amir Rrahmani,Amir Rrahmani,1,TRUE
Carlos Ruiz,Calogero Rizzuto,0.592592593,FALSE
Rolando Fonseca,Roldão Tony Riso Cardenas,0.55,FALSE
Kelyn Rowe,Kelyn Rowe,1,TRUE
Emanuel Fabri,Yonathan Emanuel Cabral,0.611111111,FALSE
Ibrahim Sangaré,Badra Ali Sangaré,0.6875,FALSE
Austin Berry,Dustin Bomheuer,0.666666667,FALSE
Martin Gregory,Lee Gregory,0.64,FALSE
Alexandre Pato,Alexandre Geijo Pazos,0.742857143,FALSE
Nathan Burns,Nathan Byrne,0.833333333,FALSE
Alexsandro de Souza,Anderson José Lopes de Souza,0.595744681,TRUE
Antonio Rada,Antonio Rosati,0.769230769,FALSE
Isaac Boakye,Isaac Sackey,0.75,FALSE
Jannick Buyla,Jannik Huth,0.666666667,FALSE
Lawrence Shankland,Terence Mpho Makola,0.594594595,FALSE
Yannick Bolasie,Janis Blaswich,0.620689655,FALSE
Róger Gómez,Rafael López Gómez,0.620689655,FALSE
Lefteris Makris,Lefteris Choutesiotis,0.611111111,FALSE
Daniel Osorno,Evangelos Oikonomou,0.5625,FALSE
Fabio D'Elia,Fabio Depaoli,0.72,FALSE
Steven Tan,Steven  Taylor,0.75,FALSE
Bruno Mora,Bruno Martella,0.75,FALSE
Maciej Żurawski,Maciej Dabrowski,0.774193548,FALSE
Paulo Figueiredo,Pedro Filipe Figueiredo Rodrigues,0.530612245,FALSE
Elias Maguri,Elias Cobbaut,0.64,FALSE
Umberto Barberis,Cameron Carter-Vickers,0.578947368,FALSE
Nicolae Pantea,Nicola Dalmonte,0.75862069,FALSE
Fernando Silva,Luiz Fernando da Silva Monte,0.666666667,TRUE
Davy Pröpper,Robin Pröpper,0.64,FALSE
Mohamed Kamara,Mohamed  Hamdy Sharaf,0.742857143,FALSE
Carlos Alberto Raffo,Walter Alberto López Gasco,0.565217391,FALSE
Pierre Flamion,Pierre-Yves Hamel,0.580645161,FALSE
Juan Píriz,Facundo Píriz,0.695652174,FALSE
Kristian Thorstvedt,Per Kristian Worre Bråtveit,0.652173913,FALSE
Jorge Rodríguez,Javier Guerra Rodríguez,0.684210526,FALSE
Maximilian Göppel,Maximilian Sax,0.709677419,FALSE
Daniel Chitsulo,Daniel Keita-Ruel,0.6875,FALSE
Maksym Kalynychenko,Maksym Koval,0.64516129,FALSE
Ali Gholizadeh,Ali Gholizadeh,1,TRUE
Fernando Peres,Fernando Pellegrino,0.727272727,FALSE
Oussama Darragi,Oussama Darfalou,0.774193548,FALSE
Henri Konan,Ezri Konsa,0.666666667,FALSE
Roberto Alvarado,Ventura Alvarado,0.6875,FALSE
Mario Rodríguez,Patricio Rodríguez,0.848484848,FALSE
Daniel Prodan,Daniel Gordon,0.769230769,FALSE
Felipe Cata Edson,Felipe Castaldo Curcio,0.666666667,FALSE
Théo Malget,Théo Valls,0.666666667,FALSE
Nicolas Hasler,Nicolas Haas,0.846153846,FALSE
Agustín Zelada,Justen Glad,0.64,FALSE
Willian,Will Bruin,0.705882353,FALSE
Joe Corona,Joe Benny Corona Crespín,0.588235294,TRUE
Giancarlo Antognoni,Gianmarco Zigoni,0.685714286,FALSE
Miroslav Sovič,Miroslav Radovic,0.8,FALSE
Louis Pilot,Louis Elliott Moult,0.6,FALSE
Jonathan dos Santos,Joaquín Matías Ardaiz de los Santos,0.62962963,FALSE
Michel De Wolf,Ortwin De Wolf,0.642857143,TRUE
Jonathan Perry,Jonathan Martins Pereira,0.684210526,FALSE
Jonathan Barrios,Alan Jonathan Patrício Botelho,0.565217391,FALSE
Jairo Jiménez,Javier Muñoz Jiménez,0.787878788,TRUE
Lucas Neill,Lucas Ceballos,0.72,FALSE
Ian Hunter,Jack Hunt,0.631578947,FALSE
Laurent Depoitre,Laurens De Bock,0.64516129,FALSE
Adelardo Rodríguez,Adrián Alexei Aldrete Rodríguez,0.612244898,FALSE
Juan Bautista Coronel,Bruno Batista Pires,0.65,FALSE
Jean-Charles Castelletto,Jean-Charles Castelletto,1,TRUE
Waleed Hamzah,Waleed Bakhashwain,0.64516129,FALSE
Nazar Ashraf,Ayman Ashraf,0.666666667,FALSE
Andraž Šporar,Andraž Šporar,1,TRUE
Onel Hernández,Daniel Hernández,0.866666667,FALSE
Piet de Boer,Diederik Boer,0.72,FALSE
Medin Zhega,Mehdi Zeffane,0.666666667,FALSE
No Match,Tiago Abiola Delfim Almeida Ilori,0.5,FALSE
Joses Nawo,Moses Odubajo,0.608695652,FALSE
Ricardo Pepi,Ricard Puig Martí,0.620689655,FALSE
Miguel Pereira,Miguel Ibarra,0.740740741,FALSE
Rafael Arlex Castillo,Alexis Rafael Pérez Fontanilla,0.549019608,FALSE
Gerson Rodrigues,Diogo Alexis Rodrigues Coelho,0.533333333,FALSE
Nicolás Falero,Matías Nicolás Rojas Romero,0.585365854,FALSE
Christian Santos,Alfonso Cristián Parot Rojas,0.545454545,FALSE
Francisco José Carrasco,Francisco José Sandaza Asensio,0.716981132,TRUE
Daniel Sturridge,Daniel Sundgren,0.774193548,FALSE
Omer Golan,Omri Altman,0.666666667,FALSE
Gonzalo Martínez,Gonzalo Maroni,0.8,FALSE
Harold Legodi,Harold Moukoudi,0.714285714,FALSE
Lucas Biglia,Lucas Tagliapietra,0.666666667,FALSE
Kenan Kodro,Kenan Kodro,1,TRUE
Kevin Gallacher,Sam Gallagher,0.642857143,FALSE
Alexander Frei,Alexandre Henrique Gonçalves De Freitas,0.528301887,FALSE
Alejandro Moreno,Alejandro López Moreno,0.842105263,TRUE
Ezequiel Lavezzi,Ezequiel Oscar Scarione,0.564102564,FALSE
Marc Janko,Marc Janko,1,TRUE
Steven Defour,Steven Mehrdad Beitashour,0.578947368,FALSE
Markus Schopp,Markus Schubert,0.714285714,FALSE
Justin Donawa,Justin Hoogma,0.692307692,FALSE
Juan José Jayo,Juan José Narváez,0.709677419,TRUE
Ezequiel Lavezzi,Ezequiel Rescaldani,0.628571429,FALSE
Mohammed Musa,Mohammed Abu,0.8,FALSE
Markus Tanner,Markus Karl,0.75,FALSE
Christian Dalger,Cristian Daniel Arango Duque,0.636363636,FALSE
Julio dos Santos,Rubenilson dos Santos da Rocha,0.608695652,TRUE
Bernd Schuster,Jerdy Schouten,0.714285714,FALSE
Patrick M'Boma,Patrick Hoban,0.740740741,FALSE
Fabrice Noël,Fabrice N'Sakala,0.714285714,FALSE
Eko Purdjianto,Eros Pisano,0.64,FALSE
Florent Malouda,Florent Balmont,0.733333333,FALSE
Christoph Metzelder,Christoph Leitgeb,0.722222222,FALSE
Jaroslav Timko,Jaroslaw Niezgoda,0.64516129,FALSE
Rodney Wallace,Lee Wallace,0.72,FALSE
Ervin Fakaj,Marvin Gakpa,0.695652174,FALSE
Christophe Cocard,Christopher Cadden,0.8,FALSE
Ernesto Cisneros,Ernesto Torregrossa,0.685714286,FALSE
Carlos Arango,Carlos Strandberg,0.733333333,FALSE
Saber Khelifa,Salim Khelifi,0.692307692,FALSE
Joe Aisa,Joe Abrigo,0.666666667,FALSE
Luka Modrić,Luca Mora,0.7,FALSE
Paulo Roberto Jamelli Júnior,Rômulo Roberto Selva Esser,0.592592593,FALSE
Paweł Kryszałowicz,Pawel Dawidowicz,0.647058824,FALSE
Fausto Klinger,Funso-King Ojo,0.571428571,FALSE
Ioannis Fetfatzidis,Ioannis Mystakidis,0.756756757,FALSE
Nacer Bouiche,Zacharie Boucher,0.689655172,FALSE
José Ariel Núñez,Juan Aguilera Aguilera Núñez,0.545454545,FALSE
Alex Chola,Alexei Co?elev,0.666666667,FALSE
Anastasios Donis,Anastasios Avlonitis,0.833333333,FALSE
Julio dos Santos,Hueglo dos Santos Neris,0.717948718,TRUE
Dmitri Bulykin,Dimitri Oberlin,0.689655172,FALSE
Hugo Sánchez,Diego Sánchez Carvajal,0.588235294,FALSE
Birkir Bjarnason,Birkir Bjarnason,1,TRUE
Nigel Pierre,Kik Pierie,0.636363636,FALSE
Daniel Passarella,Hernán Daniel Santana Trujillo,0.510638298,FALSE
Jorge Larraz,Jorge Carrascal,0.740740741,FALSE
Antonio Maceda,Ailton Nuno Cardenhas Macedo,0.523809524,FALSE
Stefan Reshko,Stefan Thesker,0.740740741,FALSE
Mario Fernández,Ramón Ignacio Fernández,0.684210526,FALSE
Jean-Pierre Papin,Jean Thierry Lazare Amani,0.571428571,FALSE
Antonio Valencia,David Antonio Llanos Almonacid,0.565217391,FALSE
Hervé Bazile,Hervé Bazile,1,TRUE
Youssouf M'Changama,Youssouf M'Changama,1,TRUE
Michael Lohai,Michael Agazzi,0.740740741,FALSE
John van den Brom,Johannes van den Bergh,0.769230769,TRUE
Cédric Amissi,Cédric Kipré,0.64,FALSE
Jens Kristian Hansen,Jannes-Kilian Horn,0.578947368,FALSE
Alexis Saddler,Boris Alexis Sagredo Romero,0.585365854,FALSE
Anton Zemlianukhin,Anton Mitryushkin,0.628571429,FALSE
Néjib Liman,Nick Lima,0.7,FALSE
Robert Arzumanyan,Robert Gumny,0.75862069,FALSE
Denis Houf,Denis Tonucci,0.695652174,FALSE
Michal Bílek,Michal Sácek,0.75,FALSE
Josué Anunciado de Oliveira,Bruno Brígido de Oliveira,0.653846154,TRUE
Mamadou Kané,Mamadou Koné,0.916666667,FALSE
Didier Ya Konan,Didier Lamkel Zé,0.580645161,FALSE
Robbie Kruse,Robin Krauße,0.75,FALSE
Marco Bode,Mauro Bogado,0.727272727,FALSE
Penieli Moa,Peniel Kokou Mlapa,0.620689655,FALSE
Peter Farrell,Petteri Forsell,0.785714286,FALSE
Tomasz Wałdoch,Tomasz Jodlowiec,0.666666667,FALSE
José Manuel Contreras,José Manuel Rojas Bahamondes,0.653061224,TRUE
Angelo Schiavio,Raffaele Schiavi,0.64516129,FALSE
Eduardo Antunes Coimbra,Juan Eduardo Fuentes Jiménez,0.588235294,FALSE
Silvestre Varela,Eddy Silvestre Pascual Israfilov,0.541666667,FALSE
Philip Zialor,Philip Türpitz,0.592592593,FALSE
Miguel Mercado,Miguel Araujo,0.740740741,FALSE
Jarvin Skeete,Tarkan Serbest,0.592592593,FALSE
Jonathan Walters,Jhonathan Rafael Ramis Persíncula,0.571428571,FALSE
Fatih Terim,Fatih Öztürk,0.608695652,FALSE
Marco Bode,Marco Modolo,0.727272727,FALSE
Jamie Ward,Jamie Walker,0.818181818,FALSE
Lázaro Darcourt,Loïc Damour,0.615384615,FALSE
Issam Jemâa,Issam Jebali,0.782608696,FALSE
Antonee Robinson,Antonee Robinson,1,TRUE
Samuel Tray,Samuel Souprayen,0.740740741,FALSE
Jason Roberts,Jason Holt,0.695652174,FALSE
John O'Brien,Aiden O'Brien,0.72,FALSE
Martin Petrov,Marin Leovac,0.72,FALSE
Giorgos Sideris,Georg Niedermeier,0.625,FALSE
José Filipe Correia Semedo,José Vítor Moreira Semedo,0.705882353,TRUE
Colin Latimour,Colin Kazim-Richards,0.588235294,FALSE
Lucas Neill,Lucas Melano,0.695652174,FALSE
Emanuel Pogatetz,Emanuel Brítez,0.733333333,FALSE
Joe Harper,Jon-Miquel Toral Harper,0.606060606,FALSE
Alberto Quintero,Fabián Alberto Cubero,0.648648649,FALSE
Nicolas Hasler,Nils Röseler,0.692307692,FALSE
Marc Rieper,Marco Richter,0.75,FALSE
Adama Diomande,Adam Le Fondre,0.642857143,FALSE
Jorge Larraz,John Fredy Pérez Lizarazo,0.540540541,FALSE
Mario Tenorio,Mauro Vigorito,0.666666667,FALSE
Ricardo Gareca,Ricardo Jorge Tavares Machado,0.604651163,FALSE
Jérémy Ménez,Jérémy Taravel,0.615384615,FALSE
Daniel da Mota,Daniel Cataño,0.740740741,FALSE
César Martín,César Henrique Martins,0.647058824,FALSE
Leandro Machado,Leandro Damián Marcelo Grimi,0.558139535,FALSE
Daniel Addo,Danilo Soddimo,0.72,FALSE
Mario López,Álvaro López Ratón,0.620689655,FALSE
Ramón Díaz,Brahim Díaz,0.666666667,FALSE
Ragnar Margeirsson,Césario Marco Figueirido Pesso,0.541666667,FALSE
Roman Lentner,Tom van Weert,0.615384615,FALSE
No Match,Mathías Damián Riquero Beretta,0.5,FALSE
Gerardo Torrado,Gerardo Flores Zúñiga,0.611111111,FALSE
Jean Seri,Jens Stage,0.631578947,FALSE
Marc Wilson,Marc Wilson,1,TRUE
Alberto Terry,Alberto Perea Correoso,0.628571429,FALSE
Andile Jali,Avtandil Ebralidze,0.620689655,FALSE
Mohamed Khalfi,Mohammed Jahfali,0.8,FALSE
Gordon Smith,Jordon Mutch,0.666666667,FALSE
Malick Evouna,Malik Tchokounté,0.620689655,FALSE
Pablo Rojas,Pablo José Rojas Cardales,0.611111111,TRUE
Marvin Baudry,Marvin Pourié,0.692307692,FALSE
Luke Adams,Luke Chambers,0.695652174,FALSE
No Match,Vágner Nilson Norteiro Brito,0.5,FALSE
Martin Harnik,Martin Cranie,0.769230769,FALSE
Gabriel Riera,Gabriel Airton de Souza,0.611111111,FALSE
Jan Sýkora,Jan Sýkora,1,TRUE
Stephen Keshi,Stephen Kingsley,0.689655172,FALSE
Tomislav Marić,Tomislav Mrcela,0.75862069,FALSE
Fernando Llorente,David Fernando Lemos Cortés,0.590909091,FALSE
Gonzalo Pineda,Gonzalo Piovi,0.740740741,FALSE
David Giles,David Dias Resende Bruno,0.514285714,FALSE
Héctor Hernández,Heriberto Olvera Hernández,0.666666667,FALSE
Maciej Żurawski,Maciej Sadlok,0.642857143,FALSE
Stanley Simson,Stanley Nsoki,0.740740741,FALSE
Albeiro Usuriaga,Edwin Alexis Velasco Uzuriaga,0.577777778,FALSE
Marcelo Salas,Marcel Gaus,0.75,FALSE
Alejandro Carrillo,Alejandro Díez Salomón,0.65,FALSE
Dejan Ljubičić,Dejan Ljubicic,0.857142857,FALSE
Mohammad Al-Sahlawi,Mohammad Ibrahim Al Sahlawi,0.782608696,FALSE
Emmanuel Duah,Immanuel Höhn,0.692307692,FALSE
Wilmar Cabrera,Aridai Cabrera Suárez,0.571428571,FALSE
Evaristo de Macedo,Wanderson de Macedo Costa,0.651162791,TRUE
Jairo Castillo,Fáider Fabio Burbano Castillo,0.604651163,FALSE
Joe Ledley,Joey Pelupessy,0.666666667,FALSE
Ben Wattman,Ben Watson,0.761904762,FALSE
Shamar Nicholson,Sam Nicholson,0.896551724,FALSE
Robert Pires,Robert Zwinkels,0.740740741,FALSE
Mama Baldé,Sam Baldock,0.666666667,FALSE
Thomas Kahlenberg,Pontus Dahlberg,0.625,FALSE
Tony Laus,Tony Watt,0.666666667,FALSE
Michael O'Neill,Michael O'Halloran,0.727272727,FALSE
Francisco Rui Marcos,Francesco Di Tacchio,0.7,FALSE
Ezequiel Jerez,Luis Ezequiel Ibáñez,0.647058824,FALSE
Nemanja Radonjić,Nemanja Calasan,0.64516129,FALSE
Daniel Noriega,Danijel Zagorac,0.689655172,FALSE
Frederico Rosa,Frederico Tomás Mutto Heck,0.6,FALSE
Luis Suárez Miramontes,Lluis López Marmol,0.6,FALSE
Richard Gough,Richard Wood,0.72,FALSE
Andreas Malin,Andrea Fulignati,0.689655172,FALSE
Chris Henderson,Liam Henderson,0.75862069,FALSE
Francisco Flores,Felipe Ignacio Flores Chandia,0.533333333,FALSE
Tony Persson,Tom Pettersson,0.769230769,FALSE
Adrian Alston,Adriano Montalto,0.689655172,FALSE
Gerry Baker,Gerrit Nauber,0.666666667,FALSE
Stephen Astwood,Stephan Andrist,0.666666667,FALSE
Luis Miguel Salvador,Luis Miguel Payares Blanco,0.695652174,TRUE
Omar Daley,Omar Gaber,0.7,FALSE
Roy Keane,Todd Kane,0.666666667,FALSE
Agustín Garcia,Agostino Garofalo,0.64516129,FALSE
Steven Fletcher,Steven De Petter,0.709677419,FALSE
Alfredo dos Santos,Ricardo Nuno dos Santos Nunes,0.595744681,TRUE
Per Kristoffersen,Kristoffer Barmen,0.705882353,FALSE
Alexandru Maxim,Alexandr Maksimenko,0.764705882,FALSE
Leonardo Araújo,Leonardo Godoy,0.689655172,FALSE
Marcelo Martins Moreno,Thiago Martins Bueno,0.666666667,FALSE
Denil Maldonado,Diego Steven Gómez Maldonado,0.604651163,FALSE
Jaime Patricio Ramírez,Johan Patricio Fuentes Muñoz,0.56,FALSE
Jan Kopic,Jan Koprivec,0.857142857,FALSE
Luís Fernandes,Lucas Fernandes,0.896551724,FALSE
Nolberto Solano,Nosberto Diego Vila Abranches,0.545454545,FALSE
Davide Gualtieri,David García Zubiria,0.611111111,FALSE
Jason Cunliffe,Ryan Tunnicliffe,0.666666667,FALSE
Colin Curran,Collin Quaner,0.72,FALSE
Thomas Larsson,Thomas Ayasse,0.740740741,FALSE
Julian Green,Julián Speroni,0.615384615,FALSE
Matías Fernández,Matías Germán Melluso,0.648648649,FALSE
Dave Taylor,Matty Taylor,0.695652174,FALSE
Daniel Alejandro Lembo,Diego Alejandro Novoa Urrego,0.64,FALSE
Stefano Fanelli,Stefano Sabelli,0.866666667,FALSE
Torkil Nielsen,Torgil Gjertsen,0.689655172,FALSE
Fernando Marcos,Fernando García Puchades,0.666666667,FALSE
Marko Vešović,Marko Poletanovic,0.666666667,FALSE
Hattan Bahebri,Hattan Bahebri,1,TRUE
André Silva,André Luís Silva de Aguiar,0.594594595,TRUE
