,scorer,full_name,similarity
13682,Erik Johansen,Eric Ocansey,0.64
13683,José María Carranza,Jorge Carlos Carranza,0.7
13684,Lukáš Masopust,Lukáš Masopust,1.0
13686,Robin Betancourth,Robin Bormuth,0.7333333333333333
13689,Luis Antonio Jiménez,Fausto Antonio Tienza Núñez,0.6382978723404256
13690,Leônidas da Silva,Leandro de Lima Silva,0.6842105263157895
13691,Roberto Batata,Roberto Santamaría Ciprián,0.6
13692,Ariel Lassiter,Cyriel Dessers,0.6428571428571429
13693,Cristian Castillo,Cristian Harson Bonilla Garzón,0.5957446808510638
13694,Andreas Malin,Andreas Linde,0.7692307692307693
13695,Antonio Martina,Linton Maina,0.7407407407407407
13697,Christian Lara,Cristian Techera,0.7333333333333333
13698,Mohamed Salim,Mohamed Salim Fares,0.8125
13699,Alessandro Frigerio,Alejandro Alfaro Ligero,0.7142857142857143
13700,Grant Turner,Matt Turner,0.782608695652174
13701,Tarcisio Rodríguez Viquez,Daniel José Rodríguez Vázquez,0.7037037037037037
13702,Daniel Fonseca,Rúben Daniel Fonseca Macedo,0.6829268292682927
13703,Patson Daka,Patson Daka,1.0
13704,Frederico Rosa,Jaime Frederico Cavaco Dorta,0.5714285714285714
13705,Ian Walsh,Sandy Walsh,0.8
13706,Stuart Dallas,Stuart Dallas,1.0
13707,Francisco González,Juan Ignacio González Ibarra,0.6086956521739131
13708,Samuel Caballero,Samuel Thomas Carvalho Melo,0.6046511627906976
13710,Quentin Clarke,Quentin Cornette,0.7333333333333333
13711,Daniel Amokachi,Bilel Aouacheria,0.6451612903225806
13712,Andrzej Iwan,Andrei Ivan,0.782608695652174
13713,Reynold Carrington,Renato Fred Baumer Trigo,0.5714285714285714
13714,Pavel Kadeřábek,Pawel Kieszek,0.6428571428571429
13715,Miguel Ángel Neira,Miguel Linares Cólera,0.6666666666666666
13716,Simon Uutoni,Simone Bentivoglio,0.6
13717,Alexis Vega,Alexis Vega,1.0
13718,Sergi Roberto,Sergiy Bolbat,0.6923076923076923
13719,Roman Bezjak,Roman Bezjak,1.0
13720,Philipp Hosiner,Philipp Ziereis,0.7333333333333333
13721,Kingsley Black,Kingsley Pele van Anholt,0.5789473684210527
13722,Michael Rabeson,Michael Jacobs,0.7586206896551724
13723,Manuel Varela,Manuel Prietl,0.7692307692307693
13724,Jóhannes Eðvaldsson,Hannes Þór Halldórsson,0.6341463414634146
13725,Yannick Bolasie,Yannick Thoelen,0.7333333333333333
13726,Stéphane Auvray,Stéphane Sparagna,0.6875
13727,Yanik Frick,Yanick Brecher,0.64
13728,Domingo Peralta,Davino Verhulst,0.6
13729,Matteo Darmian,Matteo Brighi,0.6666666666666666
13730,Jaroslav Timko,Jaroslaw Fojut,0.6428571428571429
13731,Tom Boyd,Tom Bradshaw,0.6
13732,Gustavo Moscoso,Gustavo Cascardo de Assis,0.6
13733,Fabio Capello,Fabio Mazzeo,0.72
13734,Diego Maradona,Diego Valdes Giraldo,0.6470588235294118
13735,Dick van Dijk,Mike van Duinen,0.6428571428571429
13736,Sandro Wagner,Sandeiro Luan Leal Neto,0.5555555555555556
13737,Leonardo Bonucci,Leonardo Morosini,0.7272727272727273
13738,Enzo Fernández,Enzo Alan Zidane Fernández,0.7
13739,Adrián Escudero,Admilson E. Dias de Barros,0.5365853658536586
13740,Bako Touré,Birama Touré,0.7272727272727273
13741,Charlison Benschop,Charlison Benschop,1.0
13742,Sieng Chanthea,Clément Chantôme,0.6
13743,Yann Sommer,Yoann Salmier,0.75
13744,Eric Cantona,Eric Mathoho,0.6666666666666666
13745,Natia Natia,Mattia Valoti,0.6666666666666666
13746,Nicolae Josan,Nicolas Cozza,0.6923076923076923
13747,James Wong,Jamie Young,0.7619047619047619
13748,Nacho Monreal,Sascha Mockenhaupt,0.5161290322580645
13749,David Nugent,David Nugent,1.0
13750,Lucas Barrios,Luc Castaignos,0.6666666666666666
13751,Mohamed Youssouf,Zaydou Youssouf,0.6451612903225806
13752,Vangelis Pavlidis,Pantelis Hatzidiakos,0.6486486486486487
13753,Gonzalo de los Santos,Matías de los Santos,0.7317073170731707
13754,Jonas Bahamboula,Jonas Brix-Damborg,0.6470588235294118
13755,Jassim Mohammed Ghulam,Ibrahim Mohammed Ghaleb Jahshan,0.6415094339622641
13756,Christophe Jallet,Christoph Janker,0.7878787878787878
13757,Jonathan Faña,Jonathan Delaplace,0.7096774193548387
13758,Shaun Goater,Sören Gonther,0.64
13759,Sébastien Vorbe,Sébastien Roudet,0.7741935483870968
13760,Antonio Martina,Antonino La Gumina,0.7272727272727273
13761,Alexander Kačaniklić,Pål Alexander Kirkevold,0.6511627906976745
13762,Salman Al-Moasher,Salman Muwashar,0.75
13763,Nathan Blake,Sascha Bigalke,0.6153846153846154
13764,Alfredo dos Santos,Iago Azevedo dos Santos,0.7317073170731707
13765,Kakhi Asatiani,Iñaki Astiz Ventura,0.5454545454545454
13766,Miguel Ángel Noro,Miguel Ángel Torrén,0.8333333333333334
13767,Remo Freuler,Remko Pasveer,0.64
13768,Robert Prytz,Robert Leipertz,0.7407407407407407
13769,Serdar Dursun,Serdar Dursun,1.0
13770,Ray Richards,Ashley Richards,0.7407407407407407
13771,Corry Evans,Corry Evans,1.0
13772,Stelios Giannakopoulos,Sotirios Papagiannopoulos,0.723404255319149
13773,Jan Olsson,Jonas Olsson,0.8181818181818182
13774,Kelechi Emeteole,Eberechi Eze,0.5714285714285714
13775,Fabio Quagliarella,Caio Hugo Tafarell Bastos,0.5581395348837209
13776,Miguel Ángel Benítez,Miguel Ángel Garrido Cifuentes,0.68
13777,Davide Astori,Davide Adorni,0.8461538461538461
13778,Petar Velichkov,Petar Filipovic,0.6666666666666666
13779,Gabriel Barbosa,Gabriel Alonso Suazo Urbina,0.5714285714285714
13780,John Holland,Elohim Rolland,0.6923076923076923
13781,Filip Ivanovski,Filip Mladenovic,0.7096774193548387
13782,Jair García,Unai García Lugea,0.6428571428571429
13783,Filip Kostić,Filip Kiss,0.7272727272727273
13784,Ariel Francisco Rodríguez,Luis Felipe Fernandes Rodrigues,0.6071428571428571
13785,Florian Bohnert,Florian  Hartherz,0.6875
13786,Danny Ward,Danny Ward,1.0
13787,Ján Greguš,Ján Greguš,1.0
13788,Alfredo France,Alfredo Horacio Stephens Francis,0.5652173913043478
13789,Abdulfattah Asiri,Abdulfatah Aseri,0.9090909090909091
13790,Gabriel Michel,Mathieu Michel,0.7142857142857143
13791,Vincent Simon,Vincent Rüfli,0.6923076923076923
13792,Ivan Iliev,Ivan Zlobin,0.6666666666666666
13793,Alexis Mac Allister,Kevin Mac Allister,0.8108108108108109
13794,Oswaldo Taurisano,Osvaldo Ruisalvo,0.7272727272727273
13795,Besar Halimi,Besar Halimi,1.0
13796,Arne Friedrich,Arne Feick,0.75
13797,Reinaldo Navia,Reinildo Isnard Mandava,0.5945945945945946
13798,Adrian Ilie,Adrían Spörle,0.6666666666666666
13799,Miguel Ángel Bustillo,Miguel Ángel Murillo García,0.75
13800,Martin Olsson,Marcus Olsson,0.7692307692307693
13801,Jerry Louis,Jordy Buijs,0.6363636363636364
13802,Samuel Eto'o,Samuel Eduok,0.75
13803,Danny Mrwanda,Danny Graham,0.72
13804,Alexander Satariano,Alexander Mesa Travieso,0.6666666666666666
13805,Carlos Zambrano,Carlos Labrín,0.7857142857142857
13806,Patrick Müller,Patrick McEleney,0.7333333333333333
13807,Richard Orlans,Hiram Ricardo Mier Alanis,0.6153846153846154
13808,Adam Hložek,Adam Zrelák,0.6363636363636364
13809,Ramón Heredia,Ramón Folch Frigola,0.5625
13810,William Waddell,Liam Ridgewell,0.5517241379310345
13812,Peter Nielsen,Piotr Celeban,0.6153846153846154
13813,Manuel Fernandes,Manuel Del Moral Fernández,0.6666666666666666
13814,Derlis González,Daniel Pinillos González,0.717948717948718
13815,Rafał Murawski,Radoslaw Murawski,0.7741935483870968
13816,Ángel Sepúlveda,Ángel Baltazar Sepúlveda Sánchez,0.6382978723404256
13817,Renson Haynes,Benson Manuel,0.6923076923076923
13818,Álvaro Peña,Álvaro Peña Herrero,0.7333333333333333
13819,Nikolay Bodurov,Nikolay Bodurov,1.0
13820,Oceano da Cruz,Magno Damasceno Santos da Cruz,0.5909090909090909
13821,Elias Hossain,Etzaz Hussain,0.6923076923076923
13822,Sidique Mansaray,Ridge Munsy,0.5925925925925926
13823,Alexander Isak,Alexander Isak,1.0
13824,Asier Illarramendi,Asier Villalibre Molina,0.5365853658536586
13825,Blas Pérez,Aleix Febas Pérez,0.6666666666666666
13826,Emmanuel Mayuka,Emmanuel Hackman,0.7741935483870968
13827,Gogie Stewart,Greg Stewart,0.8
13828,Christian Lara,Cristiano Lombardi,0.75
13829,José Luis Pineda,José Luis Chunga Vega,0.7027027027027027
13830,Daniel Cousin,Daniel Lukasik,0.7407407407407407
13831,Anton Miranchuk,Anton Fink,0.72
13832,Alberto Fonseca,Carlos Alberto Guzmán Fonseca,0.6818181818181818
13833,Paolo Montero,Kamohelo Mokotjo,0.6206896551724138
13834,Piet Keizer,Piet Velthuizen,0.6923076923076923
13835,Michael Forde,Michael Ordóñez,0.7857142857142857
13836,Alberto Galateo,Alberto Zapater Arjol,0.7222222222222222
13837,Rafael Arlex Castillo,Rafael Schuler Crivellaro,0.6521739130434783
13838,Per Kristoffersen,Kristoffer Zachariassen,0.65
13839,Matheus Nunes,Elton Matheus Marques Paiva,0.55
13840,Alexandre Martínez Palau,Nélson Alexandre Farpelha Estrela,0.5614035087719298
13841,Stelios Okkarides,Stelios Kitsiou,0.625
13842,Efe Ambrose,Efetobore Ambrose Emuobo,0.6285714285714286
13843,André Silva,Nuno André da Silva Coelho,0.5945945945945946
13844,Raúl Jiménez,Rafael Jiménez Jarque,0.6666666666666666
13845,Stefano Eranio,Stefano Magnasco,0.7333333333333333
13847,Mario Martínez,Carlos Martínez Díaz,0.7058823529411765
13848,Przemysław Frankowski,Przemyslaw Szyminski,0.6829268292682927
13849,Andre Schembri,Andrea Schenetti,0.7333333333333333
13850,Filippo Fabbri,Filip Malbašic,0.6428571428571429
13851,Haroldo Domingues,Matheus Borges Domingues,0.5853658536585366
13852,Tim Matavž,Tim Sparv,0.631578947368421
13853,Eduardo da Silva,Eduardo Henrique da Silva,0.7804878048780488
13854,Robbie Slater,Obbi Oularé,0.5833333333333334
13855,Dario Šimić,Mario Šitum,0.7272727272727273
13856,Stefan Mugoša,Stefan Mugoša,1.0
13858,Gerry Hitchens,Geoffry Hairemans,0.6451612903225806
13859,Jacob Bruun Larsen,Jacob Une Larsson,0.7428571428571429
13860,Alexandros Tziolis,Alexandros Tziolis,1.0
13861,Nicolò Zaniolo,Nicolò Zaniolo,1.0
13862,Michael Preetz,Grischa Prömel,0.5714285714285714
13863,Jordan Morris,Jordan Morris,1.0
13864,Carlos Alonso,Diego Caballo Alonso,0.6666666666666666
13865,Federico Peluso,Federico Peluso,1.0
13866,Miller Bolaños,Merveille Bope Bokadi,0.5142857142857142
13867,Jim Brown,Isaiah Brown,0.6666666666666666
13868,Carlos Figueroa,Carlos Cisneros,0.7333333333333333
13869,Dániel Böde,Dániel Böde,1.0
13870,Luíz Mesquita de Oliveira,Bruno Vieira Gallo de Oliveira,0.6181818181818182
13871,Brian Hardman,Brian Tømming Hamalainen,0.5945945945945946
13872,Chris James,Chris Mepham,0.6956521739130435
13873,Hicham Zerouali,Hicham Faik,0.6923076923076923
13874,Carlton Chapman,Nereo Champagne,0.6
13875,David Hopkin,Dawid Kownacki,0.6153846153846154
13876,José María Medina,José Yordy Reyna Serna,0.5641025641025641
13877,Luis Galeano,Leonel Ezequiel Galeano,0.6285714285714286
13878,Dinos Kouis,Dino Ndlovu,0.6363636363636364
13879,Cosme da Silva Campos,Flávio da Silva Ramos,0.7142857142857143
13880,Danny Moulis,Danny Post,0.7272727272727273
13881,Nelson Pérez,Nehuén Pérez,0.75
13882,Eljif Elmas,Eljif Elmas,1.0
13883,Afonso Guimarães da Silva,Luis Gustavo Melere da Silva,0.6037735849056604
13884,Jamiro Monteiro,Jamiro Gregory Monteiro Alvarenga,0.625
13885,Millón Medeiros,Milton Boas Menceiros Cunha,0.5714285714285714
13886,Alexander Søderlund,Alexander  Toft Søderlund,0.8636363636363636
13887,Romeo Benetti,Amedeo Benedetti,0.7586206896551724
13888,Víctor Zegarra,Víctor Ignacio Malcorra,0.6486486486486487
13889,Gerald Asamoah,Samuel Asamoah,0.7142857142857143
13890,Michele Cevoli,Michele Cavion,0.7857142857142857
13891,Marcus Danielson,Marcus Maddison,0.7741935483870968
13892,Attila Fiola,Attila Fiola,1.0
13893,Enrico Chiesa,Enrico Brignola,0.6428571428571429
13894,Rodolfo Herrera González,Borja Herrera González,0.782608695652174
13895,Lucas Pratto,Lucas Matías Licht,0.6
13896,Rogelio Funes Mori,Román Aureliano Torres Morcillo,0.5714285714285714
13897,Adam Hložek,Adam Bodzek,0.7272727272727273
13898,Artur Sarkisov,Ertugrul Ersoy,0.5714285714285714
13899,Jonathan Fabbro,Jonathan Fabián Zacaría,0.6842105263157895
13900,Mike Okoth Origi,Mike te Wierik,0.6
13901,Gerardo Galindo,Gennaro Scognamiglio,0.5714285714285714
13902,Pierre Wacapo,Pierre Kanstrup,0.6428571428571429
13903,Luca Toni,Luca Vido,0.6666666666666666
13904,Abe Lenstra,Ben Rienstra,0.6956521739130435
13905,Juan Manuel Vargas,Juan Manuel Insaurralde,0.7317073170731707
13906,Alexis Alexandris,Brayan Alexis Angulo León,0.5238095238095238
13907,Manuel Fernandes,Ivanildo Jorge Mendes Fernandes,0.5531914893617021
13908,Nicolás Lodeiro,Gastón Nicolás Reniero,0.6486486486486487
13909,Sergio Peña,Sergio Peña,1.0
13910,No Match,Pol Llonch Puyaltó,0.5
13911,Elías Figueroa,Tobías Figueroa,0.8275862068965517
13912,Peter Barnes,Peter Haring,0.75
13913,Fahad Al Ansari,Fahad Al Ebrahim Al Ansari,0.7317073170731707
13914,Máté Pátkai,Máté Pátkai,1.0
13915,Tasos Mitropoulos,Vasilios Lampropoulos,0.6842105263157895
13916,Marko Rehmer,Mark Diemers,0.75
13917,Christian Santos,Christian Walton,0.8125
13918,Scott Brown,Scott Bain,0.7619047619047619
13919,Manuel Ferreira,Manuel Barreiro Bustelo,0.631578947368421
13920,Ricardo José Maria Ramaciotti,Bernardo Joshua Mota Damasco,0.5964912280701754
13921,Dimitris Pelkas,Dimitri Petratos,0.7741935483870968
13922,Jesse John,Jesse Joronen,0.782608695652174
13923,Luis Carlos Perea,Luis Carlos Pereira Carneiro,0.7555555555555555
13924,Jimmy Mason,Jimmy Medranda,0.72
13925,Ivan Obradović,Ivan Obradovic,0.9285714285714286
13927,Beto Gonçalves,Vítor Bruno Ramos Gonçalves,0.5853658536585366
13928,Jimmy Mason,Jimmy Giraudon,0.72
13929,Danny Tiatto,Danny Batth,0.782608695652174
13930,Marcílio Alves da Silva,Rogério Oliveira da Silva,0.6666666666666666
13931,Yannick Bolasie,Yannick Gomis,0.7142857142857143
13932,Julio Pérez,Julien Féret,0.6956521739130435
13933,Juan Cruz Sol,Juan Cruz Komar,0.7857142857142857
13934,Florin Bratu,Florian Ballas,0.6923076923076923
13935,Mustafa Karim,Mustafa Saymak,0.7407407407407407
13936,Carlos Septién,Carel Eiting,0.6153846153846154
13937,Nelson Barahona,Ademilson Braga Bispo Júnior,0.5116279069767442
13938,Christophe Berra,Christoph Zimmermann,0.7222222222222222
13939,DaMarcus Beasley,DaMarcus Beasley,1.0
13940,Roberto Juan Martínez,Dagoberto Josué Pinho Parrela,0.56
13941,Cyrille Makanaky,Tyrell Malacia,0.6
13942,Artur Jorge,Artur Jorge Marques Amorim,0.5945945945945946
13943,Giacomo Raspadori,Giangiacomo Magnani,0.6111111111111112
13944,Mehdi Taremi,Mehdi Lacen,0.6956521739130435
13945,Glen Johnson,Bradley Johnson,0.7407407407407407
13947,Tyler Boyd,Tyler Boyd,1.0
13948,José Filipe Correia Semedo,André Filipe Bernardes Santos,0.5454545454545454
13949,Kevin Doyle,Kevin Wolze,0.8181818181818182
13950,Alessandro Diamanti,Alessandro Micai,0.8
13951,Pablo Dorado,Pablo Alvarado,0.7692307692307693
13952,Alberto Jiménez,César Alexander Quintero Jiménez,0.5957446808510638
13953,Bryan Acosta,Lucas Acosta,0.6666666666666666
13954,José Cea,José Cevallos,0.7619047619047619
13955,Patrick Blair,Patrick Bauer,0.8461538461538461
13956,Mattia Destro,Mattia Mustacchio,0.6666666666666666
13957,Abdoulaye Cissé,Aly Cissokho,0.5925925925925926
13958,Julio César Britos,Júlio César de Freitas Filho,0.6521739130434783
13959,Chris Wondolowski,Chris Wondolowski,1.0
13960,Juan Ignacio Basaguren,Sebastián Ignacio Vegas Orellana,0.5925925925925926
13961,Marcus Ingvartsen,Marcus Ingvartsen,1.0
13962,Jesús Julio,Jessy Pi,0.631578947368421
13963,Pedro Rocha,Aldo Rocha,0.7619047619047619
13964,Samuel Caballero,Mauro Caballero,0.7741935483870968
13965,Hansi Müller,Lukas Kübler,0.5833333333333334
13966,Edmundo Alves de Souza Neto,Kalindi Alves de Souza,0.6938775510204082
13967,Eduardo Sebrango,Eduardo Tercero,0.7096774193548387
13968,Raphael Rohrer,Flávio Raphael Rebeilo Mestres,0.5454545454545454
13969,Nikola Milenković,Nikola Stojiljkovic,0.7222222222222222
13971,Dennis Praet,Denis Petric,0.75
13972,Josué Anunciado de Oliveira,Higor Inácio Platiny de Oliveira Rodrigues,0.5217391304347826
13973,Oscar Crino,Oscar Linnér,0.6956521739130435
13974,Tommy Gemmell,Pietro Iemmello,0.5714285714285714
13975,Ali Fergani,Alex Ferrari,0.6956521739130435
13976,Adama Diomande,Adama Niane,0.8
13977,Marco Materazzi,Marco Terrazzino,0.7741935483870968
13979,Petar Stojanović,Petar Stojanovic,0.9375
13980,Luíz Mesquita de Oliveira,Luis Otávio Bonilha de Oliveira,0.6071428571428571
13981,Marcelo Sosa,Marcelo Silva,0.8
13982,Arlindo Gomes Semedo,Lisandro Pedro Varela Semedo,0.5833333333333334
13983,Mamadou Diarra,Mamadou Jean-Luc Diarra Dompé,0.6511627906976745
13984,Kudakwashe Mahachi,Kudakwashe Mahachi,1.0
13985,Márcio Roberto dos Santos,Fábio Miguel dos Santos Sturgeon,0.5614035087719298
13986,Fernando Meira,Fernando Meza,0.8888888888888888
13988,Cristian Manea,Cristian Guanca,0.8275862068965517
13989,Cristiano Ronaldo,Cristian Buonaiuto,0.7428571428571429
13990,Fernando Morientes,Benjamín Fernando Vidal Allendes,0.56
13991,Alessio Romagnoli,Simone Romagnoli,0.6666666666666666
13993,Umut Bulut,Umut Bozok,0.6
13994,Kári Árnason,Kári Árnason,1.0
13995,Luca Toni,Luca Mazzoni,0.7619047619047619
13996,Zinho,Zinho Gano,0.6666666666666666
13997,Luis Artime,Luis Abram,0.7619047619047619
13998,Jan Furtok,Jay Fulton,0.7
13999,Darío Rodríguez,Darío Andrés Rodríguez Parra,0.6976744186046512
14000,Paddy McNair,Paddy McNair,1.0
14001,Kevin Gameiro,Kevin Großkreutz,0.6206896551724138
14002,Rodolfo Carvajal,Rubén Leonardo Pico Carvajal,0.6363636363636364
14003,Ricardo Pavoni,Riccardo Fiamozzi,0.7096774193548387
14004,Kolbeinn Sigþórsson,Kolbeinn Sigþórsson,1.0
14005,Éder Aleixo de Assis,Helton Brant Aleixo Leite,0.5333333333333333
14006,Bryan Oviedo,Bryan Oviedo,1.0
14007,Petr Kachuro,Perr Schuurs,0.6666666666666666
14008,Emmanuel Adebayor,Emanuel Loeschbor,0.7058823529411765
14009,Daniele Massaro,Daniele Croce,0.7142857142857143
14010,Nahki Wells,Nahki Wells,1.0
14011,Laurent Blanc,Laurent Jans,0.8
14012,Maximilian Göppel,Maximillian James Aarons,0.5853658536585366
14013,Ramiro Castillo,Romain Del Castillo,0.7058823529411765
14014,Mohammed Al-Musalami,Mohammed Mounir Abdussalam,0.6956521739130435
14015,Francesco Graziani,Francisco Pizzini,0.7428571428571429
14016,César Martín,César Valenzuela Martínez,0.6486486486486487
14017,João Carlos dos Santos,João Carlos Reis Graça,0.6818181818181818
14018,William Ouma,William Rémy,0.75
14019,Marcelo Oliveira,Murilo Oliveira de Freitas,0.6190476190476191
14021,Enock Mwepu,Enock Kwateng,0.6666666666666666
14022,Cor van der Gijp,Jordy  de Wijs,0.6
14023,Michael Crawford,Michele Camporese,0.6666666666666666
14025,Alexandre Rey,Alexandre Coeff,0.7857142857142857
14026,André Luiz Moreira,André  Campos Moreira,0.717948717948718
14027,Serdar Dursun,Salih Dursun,0.72
14028,Andrés Mendoza,Andrés Rentería,0.6896551724137931
14029,Arda Turan,Atila Turan,0.7619047619047619
14030,Aleksandar Tonev,Aleksandar Boljevic,0.8
14031,Shaquille Pinas,Samil Çinaz,0.6153846153846154
14032,Philippe Senderos,Philippe Sandler,0.8484848484848485
14033,Stefan Posch,Stefan Posch,1.0
14034,Joseph Maluka,Joseph Minala,0.8461538461538461
14035,Deni Milošević,Deni Miloševic,0.9285714285714286
14036,Demont Mitchell,Clément Michelin,0.6451612903225806
14037,Lys Mouithys,Lys Mousset,0.6956521739130435
14039,Bülent Korkmaz,Egemen Korkmaz,0.7142857142857143
14040,Ioannis Kousoulos,Giannis Bouzoukis,0.6470588235294118
14041,Ibrahima Sonko,Ibrahima Sissoko,0.8666666666666667
14042,Reon Moore,Drew Moor,0.631578947368421
14043,Mehdi Monajati,Mehdi Jean Tahrat,0.6451612903225806
14044,Arne Brustad,Ager Aketxe Barrutia,0.5625
14045,Victor Pálsson,Guðlaugur Victor Pálsson,0.7368421052631579
14046,Alessandro Diamanti,Alessandro Tuia,0.7647058823529411
14047,James Troisi,James Troisi,1.0
14048,Álvaro Grant,Álvaro Tejero Sacristán,0.5714285714285714
14049,Ante Juric,Ante Budimir,0.6363636363636364
14050,Carlos Ángel López,Carlos Acevedo López,0.7368421052631579
14051,Óli Johannesen,Diego Johannesson Pando,0.5945945945945946
14052,Han Kwang-song,Kabongo Kasongo,0.6206896551724138
14053,Jonathan David,Jonathan David,1.0
14054,Aleksandr Shirko,Aleksandr Zhirov,0.875
14055,Christian Perez,Christian Rivera Hernández,0.6829268292682927
14056,Octavio Sergio da Costa,João Pedro da Costa Gamboa,0.5714285714285714
14057,Francisco Javier Cruz,Francisco Javier Atienza Valverde,0.6666666666666666
14058,Abel Hernández,Axel Werner,0.64
14059,Carlos Gómez Sánchez,Alejandro López Sánchez,0.6976744186046512
14060,Jacques Ndomba,Jacques Maghoma,0.7586206896551724
14061,Francesco Graziani,Francesco Valiani,0.8571428571428571
14062,Guillermo Saavedra,Guillermo Sara,0.875
14063,Mathias Christen,Matías Cristóbal Navarrete Fuentes,0.52
14065,Mohamed Kallon,Mohamed Kanno,0.8148148148148148
14066,Rolando Fonseca,Roly Bonevacia,0.6206896551724138
14067,Manuel Rivera,Manuel Riemann,0.8148148148148148
14068,Dario Đumić,Dario Dumic,0.8181818181818182
14069,Ofentse Nato,Yeni Ngbakoto,0.56
14070,Gastón Silva,Gastón Sauro,0.75
14071,Paul Courant,Paul Coutts,0.782608695652174
14072,Johannes Ortmann,Johannes Flum,0.6896551724137931
14073,Antonio Martina,Antonio Mazzotta,0.7741935483870968
14074,Miguel Pereira,Pedro Miguel Lopes Pereira,0.7
14075,Richard Sele,Richard Neudecker,0.6896551724137931
14076,Manuel Schauls,Manuel Schäffler,0.7333333333333333
14077,Neil Taylor,Neil Taylor,1.0
14078,Rafael Ávalos,Rafael Jesús Navarro Mazuelos,0.5714285714285714
14079,Javier Guzmán,Javier Galán Gil,0.6896551724137931
14080,Kevin Davies,Kevin Danso,0.782608695652174
14081,Steven Fletcher,Steven Fletcher,1.0
14082,Housain Al-Mogahwi,Hussain Al Moqahwi,0.8333333333333334
14083,Levan Mchedlidze,Levan Mchedlidze,1.0
14084,Florian Myrtaj,Florian Sotoca,0.7142857142857143
14085,No Match,Witiness Chimoio Joao Quembo,0.47619047619047616
14086,Clifford Odame,Clifford Aboagye,0.7333333333333333
14087,Philipp Hosiner,Philip Heise,0.7407407407407407
14088,Mark Kennedy,Maikel Kieftenbeld,0.6
14089,Kristian Dimitrov,Kristijan Bistrovic,0.7777777777777778
14090,Johann Eigenstiller,Johannes Eggestein,0.7027027027027027
14091,Igor Belanov,Igor Rossi Branco,0.6206896551724138
14092,Lawrence Waya,Lawrence  Thomas,0.6896551724137931
14093,Daniel Johnson,Daniel Johnson,1.0
14094,Amílcar Barbuy,Amara Baby,0.75
14095,Enrique Raymondi Chávez,Carmelo Enrique Valencia Chaverra,0.5714285714285714
14096,Émerson Ferreira da Rosa,Éber Henrique Ferreira de Bessa,0.6545454545454545
14097,Nikola Milenković,Nikola  Ninkovic,0.7878787878787878
14098,Mario Rafael Rodríguez,Fábio Rafael Rodrigues Cardoso,0.6538461538461539
14099,Paolo Barison,Paolo Bartolomei,0.6896551724137931
14100,Nikola Jerkan,Nikola Dovedan,0.7407407407407407
14101,Ahmed Mogni,Ahmet Engin,0.6363636363636364
14102,Opa Nguette,Opa N'Guette,0.8695652173913043
14103,Oscar Black,Oscar Lewicki,0.6666666666666666
14104,Mustafa El Haddaoui,Moestafa El Kabir,0.6666666666666666
14105,Lucas Neill,Lucas Villalba,0.72
14106,Erwin Vandenbergh,Jordi Vanlerberghe,0.6857142857142857
14107,Filippo Fabbri,Filippo Falco,0.7407407407407407
14108,Marcell Jansen,Marcel Franke,0.7407407407407407
14109,Christoffer Nyman,Christoffer Nyman,1.0
14110,Emmanuel Koum,Emmanuel Imorou,0.7857142857142857
14111,Matteo Darmian,Matteo Carlo Ardemagni,0.6111111111111112
14112,Mykola Shaparenko,Mykola Matviyenko,0.7058823529411765
14113,Ramón Díaz,Gastón Díaz,0.7619047619047619
14114,Igor Belanov,Igor Plastun,0.6666666666666666
14115,Pablo García,Pablo Cuadra,0.75
14116,Toni Polster,Tim Kister,0.6363636363636364
14117,Stefan Lainer,Stefan Aigner,0.8461538461538461
14118,Marcelo Oliveira,Cauly Oliveira Souza,0.6111111111111112
14119,Alain Geiger,Ghislain Gimbert,0.6428571428571429
14120,Zakaria Aboukhlal,Zakaria Bakkali,0.6875
14121,Stanislav Manolev,Stanislav Manolev,1.0
14122,Kevin Moran,Kévin N'Doram,0.6666666666666666
14123,Alfredo dos Santos,Alef dos Santos Saldanha,0.6666666666666666
14124,Javier Hernández,Javier Lara Grande,0.6470588235294118
14125,Tomáš Hübschman,Tomáš Hubocan,0.7857142857142857
14126,Oniel Fisher,Darnell Fisher,0.7692307692307693
14127,Sebastián Abreu,Sebastián Martínez Muñoz,0.6666666666666666
14128,Gabriel Enrique Gómez,Gabriel Enrique Gómez Girón,0.875
14129,Javier Ferreira,Javier Varas Herrera,0.7428571428571429
14130,No Match,Nilson Leôncio Padilho Borges,0.4897959183673469
14131,Marcos Senna,Mats Seuntjens,0.6153846153846154
14132,Miguel Mercado,Feiver Mercado,0.7142857142857143
14133,Mikkel Diskerud,Mikkel Duelund,0.7586206896551724
14134,Jérôme Boateng,Jérôme Junior Onguéné,0.5714285714285714
14135,Abelardo Fernández,Rudy Alejandro Cardozo Fernández,0.64
14136,Benedict Akwuegbu,Benedikt Röcker,0.625
14137,César Brito,Cesare Bovo,0.6363636363636364
14138,Tiberio Godoy,Erik Godoy,0.6956521739130435
14139,Fernando Amorebieta,Fernando Aristeguieta,0.8
14140,Moulay Khanousi,Kubilay Kanatsizkus,0.5882352941176471
14141,Ezequiel Jerez,Ezequiel Videla Greppi,0.6666666666666666
14142,Mama Baldé,Mama Samba Baldé,0.7692307692307693
14143,Sebastián Tagliabúe,Pablo Sebastián  Valeira Álvarez,0.5882352941176471
14144,Lee Casciaro,Lee  Cattermole,0.5925925925925926
