,Unnamed: 0,scorer,full_name,similarity,fn_tokens,pl_tokens,token_compare
11207,12120,Jonathan Niva,Jonathan Ligali,0.7857142857142857,"['Jonathan', 'Ligali']","['Jonathan', 'Niva']",False
11208,12121,Gilberto dos Santos,Getterson Alves dos Santos,0.6666666666666666,"['Getterson', 'Alves', 'dos', 'Santos']","['Gilberto', 'dos', 'Santos']",True
11209,12122,Matthias Sammer,Matthew Sadler,0.6896551724137931,"['Matthew', 'Sadler']","['Matthias', 'Sammer']",False
11210,12123,Fredy Guarín,John Fredy Pajoy Ortíz,0.5294117647058824,"['John', 'Fredy', 'Pajoy', 'Ortíz']","['Fredy', 'Guarín']",False
11211,12124,Antonio de Miguel,Ricardo Antonio Jérez Figueroa,0.5957446808510638,"['Ricardo', 'Antonio', 'Jérez', 'Figueroa']","['Antonio', 'de', 'Miguel']",False
11212,12126,Thomas Meunier,Thomas Meißner,0.8571428571428571,"['Thomas', 'Meißner']","['Thomas', 'Meunier']",False
11213,12127,Julian Draxler,Julian Schauerte,0.6666666666666666,"['Julian', 'Schauerte']","['Julian', 'Draxler']",False
11214,12128,Miguel Ángel Ponce,Miguel Jiménez Ponce,0.7894736842105263,"['Miguel', 'Jiménez', 'Ponce']","['Miguel', 'Ángel', 'Ponce']",True
11215,12129,Filipe Duarte,Aylton Filipe Boa Morte,0.6111111111111112,"['Aylton', 'Filipe', 'Boa', 'Morte']","['Filipe', 'Duarte']",False
11216,12130,Kevin Volland,Kevin Broll,0.75,"['Kevin', 'Broll']","['Kevin', 'Volland']",False
11217,12131,Frank Pingel,Florian Miguel,0.6923076923076923,"['Florian', 'Miguel']","['Frank', 'Pingel']",False
11218,12132,Koray Avcı,Koray Altinay,0.6086956521739131,"['Koray', 'Altinay']","['Koray', 'Avcı']",False
11219,12133,Ady Williams,Ryan Williams,0.8,"['Ryan', 'Williams']","['Ady', 'Williams']",False
11220,12134,Tom Søndergaard,Thomas Grøgaard,0.6666666666666666,"['Thomas', 'Grøgaard']","['Tom', 'Søndergaard']",False
11221,12135,Stefan Kuntz,Stefan Kulovits,0.7407407407407407,"['Stefan', 'Kulovits']","['Stefan', 'Kuntz']",False
11222,12136,Jonathan dos Santos,Jonatan Tollås Nation,0.65,"['Jonatan', 'Tollås', 'Nation']","['Jonathan', 'dos', 'Santos']",False
11223,12137,Renedy Singh,Harmeet Singh,0.64,"['Harmeet', 'Singh']","['Renedy', 'Singh']",False
11224,12138,João Carlos dos Santos,João Carlos Cardoso Santo,0.8936170212765957,"['João', 'Carlos', 'Cardoso', 'Santo']","['João', 'Carlos', 'dos', 'Santos']",True
11225,12139,Kenlyn Gonsalves,Allan Gonçalves Sousa,0.5945945945945946,"['Allan', 'Gonçalves', 'Sousa']","['Kenlyn', 'Gonsalves']",False
11226,12140,Remo Freuler,Reeve Frosler,0.64,"['Reeve', 'Frosler']","['Remo', 'Freuler']",False
11227,12141,Aleksander Rodić,Alessandro Rossi,0.75,"['Alessandro', 'Rossi']","['Aleksander', 'Rodić']",False
11228,12142,José Carlos Guimarães,Jose Carlos Bizama Venegas,0.6808510638297872,"['Jose', 'Carlos', 'Bizama', 'Venegas']","['José', 'Carlos', 'Guimarães']",False
11229,12143,Achraf Dari,Achraf Lazaar,0.75,"['Achraf', 'Lazaar']","['Achraf', 'Dari']",False
11230,12144,Nicolás Tellez,Nicolás Vélez,0.8148148148148148,"['Nicolás', 'Vélez']","['Nicolás', 'Tellez']",False
11231,12145,Manuel Rosas,Manuel Konrad,0.72,"['Manuel', 'Konrad']","['Manuel', 'Rosas']",False
11232,12146,Emilio Izaguirre,Giulio Maggiore,0.6451612903225806,"['Giulio', 'Maggiore']","['Emilio', 'Izaguirre']",False
11233,12147,Simon Colosimo,Simone Palombi,0.6428571428571429,"['Simone', 'Palombi']","['Simon', 'Colosimo']",False
11234,12148,Eliseo Prado,Elio Capradossi,0.6666666666666666,"['Elio', 'Capradossi']","['Eliseo', 'Prado']",False
11235,12149,Maik Galakos,Maciej Gajos,0.6666666666666666,"['Maciej', 'Gajos']","['Maik', 'Galakos']",False
11236,12150,Jean-Claude Bras,Jean-Claude Billong,0.7428571428571429,"['Jean-Claude', 'Billong']","['Jean-Claude', 'Bras']",False
11237,12151,Ajdin Hrustic,Ajdin Hrustic,1.0,"['Ajdin', 'Hrustic']","['Ajdin', 'Hrustic']",True
11238,12152,Aleksandr Ivanov,Aleksandar Jovanovic,0.8333333333333334,"['Aleksandar', 'Jovanovic']","['Aleksandr', 'Ivanov']",False
11239,12153,Geraldo José da Silva,Pedro José  da Silva Trigueira,0.6666666666666666,"['Pedro', 'José', 'da', 'Silva', 'Trigueira']","['Geraldo', 'José', 'da', 'Silva']",True
11240,12154,Liam Walker,Liam Sercombe,0.5833333333333334,"['Liam', 'Sercombe']","['Liam', 'Walker']",False
11241,12155,Javier Manjarín,Javier Darío Romo Barrón,0.5641025641025641,"['Javier', 'Darío', 'Romo', 'Barrón']","['Javier', 'Manjarín']",False
11242,12156,Antonio Martina,Antonio Martínez López,0.7027027027027027,"['Antonio', 'Martínez', 'López']","['Antonio', 'Martina']",False
11243,12157,Rifat Zhemaletdinov,Rifat Zhemaletdinov,1.0,"['Rifat', 'Zhemaletdinov']","['Rifat', 'Zhemaletdinov']",True
11244,12158,Juan Ayala,Juan Andrada,0.7272727272727273,"['Juan', 'Andrada']","['Juan', 'Ayala']",False
11245,12159,Gary Doherty,Greg Docherty,0.8,"['Greg', 'Docherty']","['Gary', 'Doherty']",False
11246,12160,Svein Mathisen,Gavin Massey,0.6153846153846154,"['Gavin', 'Massey']","['Svein', 'Mathisen']",False
11247,12161,Gary Lineker,Gary Dicker,0.782608695652174,"['Gary', 'Dicker']","['Gary', 'Lineker']",False
11248,12162,Kévin Denkey,Jean-Kévin Duverne,0.6666666666666666,"['Jean-Kévin', 'Duverne']","['Kévin', 'Denkey']",False
11249,12163,Afonso Guimarães da Silva,Éverton Luiz Guimarães Bilher,0.5555555555555556,"['Éverton', 'Luiz', 'Guimarães', 'Bilher']","['Afonso', 'Guimarães', 'da', 'Silva']",False
11250,12164,Mats Nordgren,Mateusz Mozdzen,0.6428571428571429,"['Mateusz', 'Mozdzen']","['Mats', 'Nordgren']",False
11251,12165,Milan Đurić,Milan Ðuric,0.8181818181818182,"['Milan', 'Ðuric']","['Milan', 'Đurić']",False
11252,12166,Federico Vairo,Federico Gino,0.8148148148148148,"['Federico', 'Gino']","['Federico', 'Vairo']",False
11253,12167,Jérémy Doku,Jérémy Vachoux,0.72,"['Jérémy', 'Vachoux']","['Jérémy', 'Doku']",False
11254,12168,David Kipiani,David Milinkovic,0.6896551724137931,"['David', 'Milinkovic']","['David', 'Kipiani']",False
11255,12169,Fawaz Al Ahmad,Fawaz Al Qarni,0.7142857142857143,"['Fawaz', 'Al', 'Qarni']","['Fawaz', 'Al', 'Ahmad']",True
11256,12170,Tyler Boyd,Terrence Boyd,0.6956521739130435,"['Terrence', 'Boyd']","['Tyler', 'Boyd']",False
11257,12171,Simeon Jackson,Simon Eastwood,0.6428571428571429,"['Simon', 'Eastwood']","['Simeon', 'Jackson']",False
11258,12172,Daniel Ruiz,Dante Rigo,0.6666666666666666,"['Dante', 'Rigo']","['Daniel', 'Ruiz']",False
11259,12173,Wilson Gaspar,Wilson Allan Rosan Dourado,0.5641025641025641,"['Wilson', 'Allan', 'Rosan', 'Dourado']","['Wilson', 'Gaspar']",False
11260,12174,Dimitris Markos,Dimitrios Goutas,0.7096774193548387,"['Dimitrios', 'Goutas']","['Dimitris', 'Markos']",False
11261,12175,Serge Trinchero,Serge Sidoine Tchaha Leuko,0.5853658536585366,"['Serge', 'Sidoine', 'Tchaha', 'Leuko']","['Serge', 'Trinchero']",False
11262,12176,Bruno Fernandes,Bruno Pereira Mendes,0.7428571428571429,"['Bruno', 'Pereira', 'Mendes']","['Bruno', 'Fernandes']",False
11263,12178,Chris Megaloudis,Chris Shields,0.6896551724137931,"['Chris', 'Shields']","['Chris', 'Megaloudis']",False
11264,12179,Joseph Bassey,Joseph Baffoe,0.7692307692307693,"['Joseph', 'Baffoe']","['Joseph', 'Bassey']",False
11265,12180,Russell Latapy,Russell Martin,0.7142857142857143,"['Russell', 'Martin']","['Russell', 'Latapy']",False
11266,12181,Franklin Salas,Franklin Wadja,0.7857142857142857,"['Franklin', 'Wadja']","['Franklin', 'Salas']",False
11267,12182,Filipe Duarte,Filip Dagerstål,0.7142857142857143,"['Filip', 'Dagerstål']","['Filipe', 'Duarte']",False
11268,12183,Samuel Umtiti,Fábio Samuel Amorim Silva,0.5263157894736842,"['Fábio', 'Samuel', 'Amorim', 'Silva']","['Samuel', 'Umtiti']",False
11269,12184,Nico Braun,Nicolò Cherubin,0.64,"['Nicolò', 'Cherubin']","['Nico', 'Braun']",False
11270,12185,Nuno Miguel Monteiro Rocha,Nuno Daniel Costeira Valente,0.5925925925925926,"['Nuno', 'Daniel', 'Costeira', 'Valente']","['Nuno', 'Miguel', 'Monteiro', 'Rocha']",False
11271,12186,Abbas Hassan Hassun,Ahmad Hassan Hassan Asiri,0.6818181818181818,"['Ahmad', 'Hassan', 'Hassan', 'Asiri']","['Abbas', 'Hassan', 'Hassun']",True
11272,12188,Nicolás Ramírez,Nicolás Linares,0.7333333333333333,"['Nicolás', 'Linares']","['Nicolás', 'Ramírez']",False
11273,12189,Michele Polverino,Michele Troiano,0.75,"['Michele', 'Troiano']","['Michele', 'Polverino']",False
11274,12190,José Macia,José Valencia,0.782608695652174,"['José', 'Valencia']","['José', 'Macia']",False
11275,12191,Marcelo Sosa,Melvin Luan Regalo Sousa,0.5555555555555556,"['Melvin', 'Luan', 'Regalo', 'Sousa']","['Marcelo', 'Sosa']",False
11276,12192,Opoku Afriyie,Gboly Ariyibi,0.5384615384615384,"['Gboly', 'Ariyibi']","['Opoku', 'Afriyie']",False
11277,12193,Rafael Granados,Raffaele Di Gennaro,0.6470588235294118,"['Raffaele', 'Di', 'Gennaro']","['Rafael', 'Granados']",False
11278,12194,Guy Hellers,Guus Hupperts,0.5833333333333334,"['Guus', 'Hupperts']","['Guy', 'Hellers']",False
11279,12195,Diamantino Miranda,Aldo Misael Arellano Miranda,0.5652173913043478,"['Aldo', 'Misael', 'Arellano', 'Miranda']","['Diamantino', 'Miranda']",False
11280,12196,Simone Perrotta,Simone Edera,0.7407407407407407,"['Simone', 'Edera']","['Simone', 'Perrotta']",False
11281,12197,Paul Fenwick,Jak Alnwick,0.6086956521739131,"['Jak', 'Alnwick']","['Paul', 'Fenwick']",False
11282,12198,Juli Fernandez,Julián Rodrigo Fernández,0.6842105263157895,"['Julián', 'Rodrigo', 'Fernández']","['Juli', 'Fernandez']",False
11283,12199,David Beckham,David Blacha,0.8,"['David', 'Blacha']","['David', 'Beckham']",False
11284,12200,Milan Baroš,Milan Massop,0.6956521739130435,"['Milan', 'Massop']","['Milan', 'Baroš']",False
11285,12201,Daniel Majstorović,Daniel Clayton Branco Julião,0.5652173913043478,"['Daniel', 'Clayton', 'Branco', 'Julião']","['Daniel', 'Majstorović']",False
11286,12202,Christian Callejas,Christian Alejandro Tabó Hornos,0.6122448979591837,"['Christian', 'Alejandro', 'Tabó', 'Hornos']","['Christian', 'Callejas']",False
11287,12203,Darío Rodríguez,Salvador Ruíz Rodríguez,0.6842105263157895,"['Salvador', 'Ruíz', 'Rodríguez']","['Darío', 'Rodríguez']",False
11288,12204,Roberto Acuña,Robert Acquafresca,0.7096774193548387,"['Robert', 'Acquafresca']","['Roberto', 'Acuña']",False
11289,12205,Giorgi Papunashvili,Lasha Parunashvili,0.6486486486486487,"['Lasha', 'Parunashvili']","['Giorgi', 'Papunashvili']",False
11290,12206,Matthias Sammer,Matthieu Saunier,0.7096774193548387,"['Matthieu', 'Saunier']","['Matthias', 'Sammer']",False
11291,12207,Gilles Sunu,Gilles Arnaud Sutchuin Djoum,0.5641025641025641,"['Gilles', 'Arnaud', 'Sutchuin', 'Djoum']","['Gilles', 'Sunu']",False
11292,12209,Roman Yaremchuk,Roman Procházka,0.6666666666666666,"['Roman', 'Procházka']","['Roman', 'Yaremchuk']",False
11293,12210,Adrian Knup,Adrian Fein,0.7272727272727273,"['Adrian', 'Fein']","['Adrian', 'Knup']",False
11294,12211,Thomas Müller,Tobias Müller,0.8461538461538461,"['Tobias', 'Müller']","['Thomas', 'Müller']",False
11295,12212,José Antonio Reyes,José Antonio Morente Oliva,0.6818181818181818,"['José', 'Antonio', 'Morente', 'Oliva']","['José', 'Antonio', 'Reyes']",True
11296,12213,Mario Rodríguez,Sergio Akieme Rodríguez,0.6842105263157895,"['Sergio', 'Akieme', 'Rodríguez']","['Mario', 'Rodríguez']",False
11297,12214,Christian Lara,Christian Vargas Cortés,0.7027027027027027,"['Christian', 'Vargas', 'Cortés']","['Christian', 'Lara']",False
11298,12215,Zlatko Dedić,Zlatko Dedic,0.9166666666666666,"['Zlatko', 'Dedic']","['Zlatko', 'Dedić']",False
11299,12216,Mongkol Tossakrai,Ubong Moses Ekpai,0.5882352941176471,"['Ubong', 'Moses', 'Ekpai']","['Mongkol', 'Tossakrai']",False
11300,12217,Alex Král,Aleš Cermák,0.6,"['Aleš', 'Cermák']","['Alex', 'Král']",False
11301,12218,Francisco Javier Rodríguez,Francisco Jose Sánchez Rodriguez,0.7241379310344828,"['Francisco', 'Jose', 'Sánchez', 'Rodriguez']","['Francisco', 'Javier', 'Rodríguez']",True
11302,12219,Lucas Radebe,Luca Zander,0.6956521739130435,"['Luca', 'Zander']","['Lucas', 'Radebe']",False
11303,12220,Jorge Martín Núñez,Jorge Matías Donoso Garate,0.5909090909090909,"['Jorge', 'Matías', 'Donoso', 'Garate']","['Jorge', 'Martín', 'Núñez']",False
11304,12221,Assad Ghani,Assis Giovanaz,0.56,"['Assis', 'Giovanaz']","['Assad', 'Ghani']",False
11305,12222,Alexis Vega,Alexis Ribera,0.75,"['Alexis', 'Ribera']","['Alexis', 'Vega']",False
11306,12223,André Luiz Moreira,André Filipe M. Ribeiro Ferreira,0.6,"['André', 'Filipe', 'M.', 'Ribeiro', 'Ferreira']","['André', 'Luiz', 'Moreira']",False
11307,12224,Mounir El Hamdaoui,Alharbi El Jadeyaoui,0.5789473684210527,"['Alharbi', 'El', 'Jadeyaoui']","['Mounir', 'El', 'Hamdaoui']",False
11308,12225,Patrick Aisa,Patryk Lipski,0.64,"['Patryk', 'Lipski']","['Patrick', 'Aisa']",False
11309,12226,José Cea,Josh Vela,0.7058823529411765,"['Josh', 'Vela']","['José', 'Cea']",False
11310,12227,Loïc Rémy,Loïc Puyo,0.6666666666666666,"['Loïc', 'Puyo']","['Loïc', 'Rémy']",False
11311,12228,Víctor Rogelio Ramos,Tyronne Gustavo Del Pino Ramos,0.52,"['Tyronne', 'Gustavo', 'Del', 'Pino', 'Ramos']","['Víctor', 'Rogelio', 'Ramos']",False
11312,12229,José María Ortiz,Joseph Martín Mora Cortéz,0.6341463414634146,"['Joseph', 'Martín', 'Mora', 'Cortéz']","['José', 'María', 'Ortiz']",False
11313,12230,Marcel Bossi,Marcel Bär,0.7272727272727273,"['Marcel', 'Bär']","['Marcel', 'Bossi']",False
11314,12231,Ray Daniel,Jay Dasilva,0.6666666666666666,"['Jay', 'Dasilva']","['Ray', 'Daniel']",False
11315,12232,Adrián Romero,Adrian Šemper,0.6923076923076923,"['Adrian', 'Šemper']","['Adrián', 'Romero']",False
11316,12233,Jonas Wind,Jonas Nietfeld,0.6666666666666666,"['Jonas', 'Nietfeld']","['Jonas', 'Wind']",False
11317,12234,Nuno Miguel Monteiro Rocha,Breno Vicente Laranjeiro Rosan,0.5357142857142857,"['Breno', 'Vicente', 'Laranjeiro', 'Rosan']","['Nuno', 'Miguel', 'Monteiro', 'Rocha']",False
11318,12235,Carey Harris,Kadeem Harris,0.72,"['Kadeem', 'Harris']","['Carey', 'Harris']",False
11319,12236,Li Hui,Luis Haquin,0.7058823529411765,"['Luis', 'Haquin']","['Li', 'Hui']",False
11320,12237,Elías Aguilar,Elías Fernando Aguilar Vargas,0.6190476190476191,"['Elías', 'Fernando', 'Aguilar', 'Vargas']","['Elías', 'Aguilar']",True
11321,12238,Sheridan Grosvenor,Srdjan Grahovac,0.6060606060606061,"['Srdjan', 'Grahovac']","['Sheridan', 'Grosvenor']",False
11322,12239,Stephen McManus,Stephen McLaughlin,0.7272727272727273,"['Stephen', 'McLaughlin']","['Stephen', 'McManus']",False
11323,12240,Danilo Pereira,Dino Peric,0.6666666666666666,"['Dino', 'Peric']","['Danilo', 'Pereira']",False
11324,12241,Libor Sionko,Cebio Soukou,0.5833333333333334,"['Cebio', 'Soukou']","['Libor', 'Sionko']",False
11325,12242,Bakri Ibni,Baris Atik,0.6,"['Baris', 'Atik']","['Bakri', 'Ibni']",False
11326,12243,Keron Cummings,Jason Cummings,0.7857142857142857,"['Jason', 'Cummings']","['Keron', 'Cummings']",False
11327,12244,Símun Samuelsen,Jone Samuelsen,0.7586206896551724,"['Jone', 'Samuelsen']","['Símun', 'Samuelsen']",False
11328,12245,Lucien Cossou,Lucien Owona,0.64,"['Lucien', 'Owona']","['Lucien', 'Cossou']",False
11329,12246,Javier Hernández,Javier Hernández Cabrera,0.8,"['Javier', 'Hernández', 'Cabrera']","['Javier', 'Hernández']",True
11330,12247,Simon Davies,Simon Skarlatidis,0.6206896551724138,"['Simon', 'Skarlatidis']","['Simon', 'Davies']",False
11331,12248,Philippe Gondet,Philipp Netzer,0.6896551724137931,"['Philipp', 'Netzer']","['Philippe', 'Gondet']",False
11332,12249,Alfredo Quaresma,Fred Kauê Soidares Lima,0.5128205128205128,"['Fred', 'Kauê', 'Soidares', 'Lima']","['Alfredo', 'Quaresma']",False
11333,12250,Louis Saha,Louis Samson,0.7272727272727273,"['Louis', 'Samson']","['Louis', 'Saha']",False
11334,12252,Martin Sánchez,Marvin  Schwäbe,0.6896551724137931,"['Marvin', 'Schwäbe']","['Martin', 'Sánchez']",False
11335,12253,Johanna Omolo,Johanna Omolo,1.0,"['Johanna', 'Omolo']","['Johanna', 'Omolo']",True
11336,12254,Douglas Sequeira,Douglas da Silva Vieira,0.6666666666666666,"['Douglas', 'da', 'Silva', 'Vieira']","['Douglas', 'Sequeira']",False
11337,12255,Ali Maâloul,Ali Messaoud,0.6956521739130435,"['Ali', 'Messaoud']","['Ali', 'Maâloul']",False
11338,12256,Edson Minga,Edison Vega,0.7272727272727273,"['Edison', 'Vega']","['Edson', 'Minga']",False
11339,12257,Wouter Brokke,Wout Droste,0.6666666666666666,"['Wout', 'Droste']","['Wouter', 'Brokke']",False
11340,12258,Matt Ritchie,Matteo Ricci,0.75,"['Matteo', 'Ricci']","['Matt', 'Ritchie']",False
11341,12259,Daryl Dike,Daryl van Mieghem,0.5925925925925926,"['Daryl', 'van', 'Mieghem']","['Daryl', 'Dike']",False
11342,12260,Andrés Prieto,Andrés Lioi,0.75,"['Andrés', 'Lioi']","['Andrés', 'Prieto']",False
11343,12261,Pedro Petrone,Luan Peres Petroni,0.6451612903225806,"['Luan', 'Peres', 'Petroni']","['Pedro', 'Petrone']",False
11344,12262,Paulo Valentim,Paulo Clemente Ventura Raimundo,0.5333333333333333,"['Paulo', 'Clemente', 'Ventura', 'Raimundo']","['Paulo', 'Valentim']",False
11345,12263,Felipe Cata Edson,Felipe  Patavino Saad,0.631578947368421,"['Felipe', 'Patavino', 'Saad']","['Felipe', 'Cata', 'Edson']",False
11346,12264,Carlos Rivera,Harold Rivera Roa,0.6666666666666666,"['Harold', 'Rivera', 'Roa']","['Carlos', 'Rivera']",False
11347,12265,Alex Scott,Alex Mowatt,0.7619047619047619,"['Alex', 'Mowatt']","['Alex', 'Scott']",False
11348,12266,Lucas Lima,Luc Kassi,0.631578947368421,"['Luc', 'Kassi']","['Lucas', 'Lima']",False
11349,12267,Brayan Moya,Braydon Manu,0.6956521739130435,"['Braydon', 'Manu']","['Brayan', 'Moya']",False
11350,12268,Berat Djimsiti,Berat  Djimsiti,0.9655172413793104,"['Berat', 'Djimsiti']","['Berat', 'Djimsiti']",True
11351,12269,Mamadou Tall,Mamadou Thiam,0.8,"['Mamadou', 'Thiam']","['Mamadou', 'Tall']",False
11352,12270,Jose Albornoz,Omar Albornoz,0.6923076923076923,"['Omar', 'Albornoz']","['Jose', 'Albornoz']",False
11353,12271,Jackie Henderson,Jack Hendry,0.7407407407407407,"['Jack', 'Hendry']","['Jackie', 'Henderson']",False
11354,12272,Brandon Beresford,Brandon Borrello,0.7272727272727273,"['Brandon', 'Borrello']","['Brandon', 'Beresford']",False
11355,12273,Adrián Ramos,Adrián Calello,0.6923076923076923,"['Adrián', 'Calello']","['Adrián', 'Ramos']",False
11356,12274,Josh Simpson,Joshua Sims,0.782608695652174,"['Joshua', 'Sims']","['Josh', 'Simpson']",False
11357,12276,John Mahoney,Lebohang Maboe,0.6153846153846154,"['Lebohang', 'Maboe']","['John', 'Mahoney']",False
11358,12277,José Antonio Reyes,José Antonio Ferrández Pomares,0.6666666666666666,"['José', 'Antonio', 'Ferrández', 'Pomares']","['José', 'Antonio', 'Reyes']",True
11359,12278,Daniel da Mota,Daniel Ojeda Saranova,0.6857142857142857,"['Daniel', 'Ojeda', 'Saranova']","['Daniel', 'da', 'Mota']",False
11360,12279,Lorenzo Pellegrini,Lorenzo Valerio Rosseti,0.6341463414634146,"['Lorenzo', 'Valerio', 'Rosseti']","['Lorenzo', 'Pellegrini']",False
11361,12280,Dominic Kinnear,Dominic Iorfa,0.6428571428571429,"['Dominic', 'Iorfa']","['Dominic', 'Kinnear']",False
11362,12281,Ángel Tejeda,Ángel Bastos Teijeira,0.6666666666666666,"['Ángel', 'Bastos', 'Teijeira']","['Ángel', 'Tejeda']",False
11363,12282,Andre Wabealo,Andrea Gasbarro,0.7142857142857143,"['Andrea', 'Gasbarro']","['Andre', 'Wabealo']",False
11364,12283,João Paulo,João Paulo Kuspiosz,0.6896551724137931,"['João', 'Paulo', 'Kuspiosz']","['João', 'Paulo']",True
11365,12284,Don Masson,Dion Malone,0.7619047619047619,"['Dion', 'Malone']","['Don', 'Masson']",False
11366,12285,Manuel Sarabia,Manuel Cabit,0.7692307692307693,"['Manuel', 'Cabit']","['Manuel', 'Sarabia']",False
11367,12286,Christian Eriksen,Christian Grindheim,0.7222222222222222,"['Christian', 'Grindheim']","['Christian', 'Eriksen']",False
11368,12287,Gilberto dos Santos,Yago Henrique Severino dos Santos,0.5769230769230769,"['Yago', 'Henrique', 'Severino', 'dos', 'Santos']","['Gilberto', 'dos', 'Santos']",True
11369,12288,Vicente Flores,Filipe Vicente Traeira Lopes,0.5238095238095238,"['Filipe', 'Vicente', 'Traeira', 'Lopes']","['Vicente', 'Flores']",False
11370,12289,Matthew Bingley,Matthew Palmer,0.6896551724137931,"['Matthew', 'Palmer']","['Matthew', 'Bingley']",False
11371,12290,Viktor Zubarev,Viktor Lundberg,0.6896551724137931,"['Viktor', 'Lundberg']","['Viktor', 'Zubarev']",False
11372,12291,Cristian Riveros,Cristian Rivero Sabater,0.7692307692307693,"['Cristian', 'Rivero', 'Sabater']","['Cristian', 'Riveros']",True
11373,12292,Mario Frick,Marco Friedl,0.6956521739130435,"['Marco', 'Friedl']","['Mario', 'Frick']",False
11374,12294,José Antonio Castro,José Antonio Caro Díaz,0.8292682926829268,"['José', 'Antonio', 'Caro', 'Díaz']","['José', 'Antonio', 'Castro']",True
11375,12296,Diego Maradona,Diego Mendoza,0.7407407407407407,"['Diego', 'Mendoza']","['Diego', 'Maradona']",False
11376,12297,Mauricio Serna,Maurice Trapp,0.6666666666666666,"['Maurice', 'Trapp']","['Mauricio', 'Serna']",False
11377,12298,Marvin Baudry,Mathieu Baudry,0.7407407407407407,"['Mathieu', 'Baudry']","['Marvin', 'Baudry']",False
11378,12299,Lorenzo Gimenez,Lorenco Šimic,0.6428571428571429,"['Lorenco', 'Šimic']","['Lorenzo', 'Gimenez']",False
11379,12300,Abdoulaye Ba,Abdoul Ba,0.8571428571428571,"['Abdoul', 'Ba']","['Abdoulaye', 'Ba']",True
11380,12301,Kaj Poulsen,Nicolai Poulsen,0.6923076923076923,"['Nicolai', 'Poulsen']","['Kaj', 'Poulsen']",False
11381,12302,Faneva Imà Andriatsima,Faneva Imà Andriatsima,1.0,"['Faneva', 'Imà', 'Andriatsima']","['Faneva', 'Imà', 'Andriatsima']",True
11382,12303,Pietro Ferraris,Pietro Pellegri,0.6666666666666666,"['Pietro', 'Pellegri']","['Pietro', 'Ferraris']",False
11383,12305,Roberto López Ufarte,Rodrigo López Alvarez,0.6829268292682927,"['Rodrigo', 'López', 'Alvarez']","['Roberto', 'López', 'Ufarte']",False
11384,12306,Craig Moore,Craig Morgan,0.782608695652174,"['Craig', 'Morgan']","['Craig', 'Moore']",False
11385,12307,Anthony Rougier,Anthony Jung,0.7407407407407407,"['Anthony', 'Jung']","['Anthony', 'Rougier']",False
11386,12308,Bent Hansen,Ben Hamer,0.7,"['Ben', 'Hamer']","['Bent', 'Hansen']",False
11387,12309,Matías Campos,Matías Rodrigo Campos López,0.65,"['Matías', 'Rodrigo', 'Campos', 'López']","['Matías', 'Campos']",True
11388,12310,Luis Chávez,Lucas Cháves,0.782608695652174,"['Lucas', 'Cháves']","['Luis', 'Chávez']",False
11389,12312,Bernard Tchoutang,Mateus Bernardo Tangil Melo,0.5454545454545454,"['Mateus', 'Bernardo', 'Tangil', 'Melo']","['Bernard', 'Tchoutang']",False
11390,12313,Myles Weston,Myles Kenlock,0.64,"['Myles', 'Kenlock']","['Myles', 'Weston']",False
11391,12314,Felipe Melo,Felipe Melvin Azevedo Lima,0.5945945945945946,"['Felipe', 'Melvin', 'Azevedo', 'Lima']","['Felipe', 'Melo']",False
11392,12315,Mats Nordgren,Matt Godden,0.6666666666666666,"['Matt', 'Godden']","['Mats', 'Nordgren']",False
11393,12316,Jordan Perez,Nordin Gerzic,0.64,"['Nordin', 'Gerzic']","['Jordan', 'Perez']",False
11394,12317,Giovanni Sio,Giovanni Zarfino,0.7857142857142857,"['Giovanni', 'Zarfino']","['Giovanni', 'Sio']",False
11395,12318,Luis Fretes,Louis Verstraete,0.6666666666666666,"['Louis', 'Verstraete']","['Luis', 'Fretes']",False
11396,12319,Heleno de Freitas,Ramon Lopes de Freitas,0.6153846153846154,"['Ramon', 'Lopes', 'de', 'Freitas']","['Heleno', 'de', 'Freitas']",True
11397,12320,No Match,Oluwaseyi Babajide Ojo,0.4736842105263157,"['Oluwaseyi', 'Babajide', 'Ojo']","['No', 'Match']",False
11398,12321,Julio Morales,Armando Junior Vargas Morales,0.5714285714285714,"['Armando', 'Junior', 'Vargas', 'Morales']","['Julio', 'Morales']",False
11399,12322,Miguel Camargo,Raúl Miguel Cámara,0.6875,"['Raúl', 'Miguel', 'Cámara']","['Miguel', 'Camargo']",False
11400,12323,Youssef Fertout,Youssef Toutouh,0.7333333333333333,"['Youssef', 'Toutouh']","['Youssef', 'Fertout']",False
11401,12324,Apostolos Giannou,Apostolos Vellios,0.7058823529411765,"['Apostolos', 'Vellios']","['Apostolos', 'Giannou']",False
11402,12325,Josué Martínez,José Kanté Martínez,0.7878787878787878,"['José', 'Kanté', 'Martínez']","['Josué', 'Martínez']",False
11403,12326,Daniel Ruiz,Daniel Lovitz,0.75,"['Daniel', 'Lovitz']","['Daniel', 'Ruiz']",False
11404,12327,José Manuel Velázquez,José Manuel Sánchez Guillén,0.625,"['José', 'Manuel', 'Sánchez', 'Guillén']","['José', 'Manuel', 'Velázquez']",True
11405,12328,Jorge Rodríguez,Gorka Guruzeta Rodríguez,0.6666666666666666,"['Gorka', 'Guruzeta', 'Rodríguez']","['Jorge', 'Rodríguez']",False
